doi,classification,relation_or_failure_subtype,confidence,requested_title,identity_status,identity_basis,document_doi,document_title,title_similarity_header,title_coverage_front,target_title_score_full_artifact,target_title_exact_in_artifact,target_doi_literal_in_artifact,best_backend,fulltext_source,artifact_path,artifact_pdf_path,artifact_pdf_exists,current_candidate_pdf_path,current_candidate_pdf_exists,manual_import_reports,local_correct_text_status,exact_doi_pmcid,direct_xml_availability,openalex_is_oa,openalex_pdf_url,openalex_landing_url,remote_correct_text_status,current_kg_finding_count,repair_method,availability_caveat
10.1192/j.eurpsy.2024.1695,proceedings_container,proceedings_or_multi_abstract_container,high,Current situation regarding psychedelics and magic mushroom in Korea.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1695,Current situation regarding psychedelics and magic mushroom in Korea,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1695.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1695__b701518e8a.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1695__b701518e8a.pdf,True,,target_present_in_container_needs_segmentation,PMC11862319,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/2EFC9C067E78AC4217F453C0747F44D8/S092493382401695Xa.pdf/div-class-title-current-situation-regarding-psychedelics-and-magic-mushroom-in-korea-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.1695,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1744,proceedings_container,proceedings_or_multi_abstract_container,high,Functional connectivity of the amygdala subregions and the antidepressant effects of repeated ketamine infusions in major depressive disorder,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1744,Functional connectivity of the amygdala subregions and the antidepressant effects of repeated ketamine infusions in major depressive disorder,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1744.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1744__63041fe09c.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1744__63041fe09c.pdf,True,,target_present_in_container_needs_segmentation,PMC11059247,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/8FF1D3362FB36199D15F9BAC5C313DAC/S0924933824017449a.pdf/div-class-title-functional-connectivity-of-the-amygdala-subregions-and-the-antidepressant-effects-of-repeated-ketamine-infusions-in-major-depressive-disorder-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.1744,exact_pmc_record_available_xml_needs_probe,9,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.1806,proceedings_container,proceedings_or_multi_abstract_container,high,Use of psychedelic treatments in psychiatric clinical practice: an EPA policy paper.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.1806,Use of psychedelic treatments in psychiatric clinical practice: an EPA policy paper,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_1806.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.1806__acc26cd004.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.1806__acc26cd004.pdf,True,,target_present_in_container_needs_segmentation,PMC11795445,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/340B7D729CF69904BB989B24FA0D60F7/S0924933824018066a.pdf/div-class-title-use-of-psychedelic-treatments-in-psychiatric-clinical-practice-an-epa-policy-paper-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.1806,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.198,proceedings_container,proceedings_or_multi_abstract_container,high,A Meta-Analysis of fMRI Activation Studies of Ketamine in Healthy Participants.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.198,A Meta-Analysis of fMRI Activation Studies of Ketamine in Healthy Participants,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_198.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.198__1ca851e846.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.198__1ca851e846.pdf,True,,target_present_in_container_needs_segmentation,PMC11861101,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A7A91ECE6E81564E84283EE93C275115/S0924933824001986a.pdf/div-class-title-a-meta-analysis-of-fmri-activation-studies-of-ketamine-in-healthy-participants-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.198,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.220,proceedings_container,proceedings_or_multi_abstract_container,high,Rapid reduction of depressive symptoms with minimal dissociation: results from the KET01-02 and KET01-03 trials with oral prolonged-release (PR) ketamine KET01.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2024.219,Brain magnetic resonance imaging outperforms clinical severity ratings in the prediction of treatment outcomes in major depressive disorder,0.2207,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_220.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.220__e8edcf61cc.pdf,True,,target_present_in_container_needs_segmentation,PMC11862751,europepmc_fulltext_xml,True,,http://dx.doi.org/10.1192/j.eurpsy.2024.220,exact_jats_available,18,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.222,proceedings_container,proceedings_or_multi_abstract_container,high,An Umbrella Review of Effectiveness of Intravenous Ketamine in Treatment-Resistant Depression.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2024.221,Working mechanisms of Cognitive Behavioral Therapy and Acceptance and Commitment Therapy: a dynamic network approach,0.3143,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_222.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.222__91e2cccfd1.pdf,True,,target_present_in_container_needs_segmentation,PMC11859803,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C565D78988930882F6A8499CE8E2CA32/S0924933824002220a.pdf/div-class-title-an-umbrella-review-of-effectiveness-of-intravenous-ketamine-in-treatment-resistant-depression-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.222,exact_jats_available,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.253,proceedings_container,proceedings_or_multi_abstract_container,high,How adults with treatment resistant depression experience their first esketamine nasal spray treatment? Preliminary results from a French qualitative study.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.253,How adults with treatment resistant depression experience their first esketamine nasal spray treatment? Preliminary results from a French qualitative study,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_253.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.253__a518c21d8b.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.253__a518c21d8b.pdf,True,,target_present_in_container_needs_segmentation,PMC11859045,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FE2BAAADA9356C47BA15C0D193742487/S0924933824002530a.pdf/div-class-title-how-adults-with-treatment-resistant-depression-experience-their-first-esketamine-nasal-spray-treatment-preliminary-results-from-a-french-qualitative-study-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.253,exact_pmc_record_available_xml_needs_probe,4,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.44,proceedings_container,proceedings_or_multi_abstract_container,high,Microdosing psychedelics in the treatment of ADHD and comorbid disorders.,target_text_with_conflicting_doi,requested title is present but the document identifier differs; version or container must be resolved,10.1192/j.eurpsy.2024.42,Community mental health services in Europe: the state of art,0.3459,1.0,1.0,True,True,europepmc_fulltext_xml,europepmc_fulltext_xml,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_44.json,,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.44__68cffd50be.pdf,True,,target_present_in_container_needs_segmentation,PMC11859660,europepmc_fulltext_xml,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A6945D37573730B02754BD506C830BF8/S0924933824000440a.pdf/div-class-title-microdosing-psychedelics-in-the-treatment-of-adhd-and-comorbid-disorders-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.44,exact_jats_available,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.480,proceedings_container,proceedings_or_multi_abstract_container,high,Ketamine enhanced ECT in refractory recurrent depression.,identity_unverified,insufficient document-level identifier or title evidence,,,,1.0,1.0,False,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_480.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.480__81f4dc6a75.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.480__81f4dc6a75.pdf,True,,target_present_in_container_needs_segmentation,PMC11859476,,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D7E48E322481BB9B45B8F845283EA022/S0924933824004802a.pdf/div-class-title-ketamine-enhanced-ect-in-refractory-recurrent-depression-div.pdf,http://dx.doi.org/10.1192/j.eurpsy.2024.480,exact_pmc_record_available_xml_needs_probe,2,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
10.1192/j.eurpsy.2024.493,proceedings_container,proceedings_or_multi_abstract_container,high,Older Adults in Psychedelic-Assisted Therapy Trials: A Systematic Review.,verified_exact_doi,document identifier matches requested DOI,10.1192/j.eurpsy.2024.493,Older Adults in Psychedelic-Assisted Therapy Trials: A Systematic Review,1.0,1.0,1.0,True,True,grobid,disorder,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/processed/fulltext/articles/10_1192_j_eurpsy_2024_493.json,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/disorder/pdfs/10.1192_j.eurpsy.2024.493__09755c5eac.pdf,False,/Users/frank/Library/CloudStorage/Dropbox/projects/psychedelics_knowledge_graph/data/raw/papers/pdfs/10.1192_j.eurpsy.2024.493__09755c5eac.pdf,True,,target_present_in_container_needs_segmentation,PMC11862347,not_needed,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/9CD52A16FCB8C51525B37E4349AC1E1A/S0924933824004930a.pdf/div-class-title-older-adults-in-psychedelic-assisted-therapy-trials-a-systematic-review-div.pdf,https://doi.org/10.1192/j.eurpsy.2024.493,exact_pmc_record_available_xml_needs_probe,0,"Quarantine whole-container packet. If exact JATS exists, serialize only the matching article/sub-article; otherwise segment PDF by exact DOI/title boundaries. If target is absent, use DOI abstract. Re-extract and rebuild KG findings.","OpenAlex URLs are discovery signals only; validate DOI/title and reject supplements, app files, manuals, or neighboring abstracts before use."
