# new DOI queue (mechanistic) generated at 2026-05-15T06:35:11.703377+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/j.neuroscience.2008.03.080,,,The entry of manganese ions into the brain is accelerated by the activation of N-methyl-d-aspartate receptors,2008,Kouichi Itoh; M. Sakata; Masashi Watanabe; Yoshikatsu Aikawa; Hirotada Fujii
10.1523/jneurosci.4569-08.2008,,,δ-Opioid Receptor Expression in the Ventral Tegmental Area Protects Against Elevated Alcohol Consumption,2008,Elyssa B. Margolis; Howard L. Fields; Gregory O. Hjelmstad; Jennifer Mitchell
10.1111/j.1528-1167.2007.01384.x,,,A combination of ketamine and diazepam synergistically controls refractory status epilepticus induced by cholinergic stimulation,2007,Brandon S. Martin; Jaideep Kapur
10.1016/j.pnpbp.2007.07.027,,,Acute administration of ketamine induces antidepressant-like effects in the forced swimming test and increases BDNF levels in the rat hippocampus,2007,Lêda Soares Brandão Garcia; Clarissa M. Comim; Samira S. Valvassori; Gislaine Z. Réus; Luciana Mendonça Barbosa; Ana C. Andreazza; Laura Stertz; Gabriel R. Fries; Elaine C. Gavioli; Flávio Kapczinski
10.1038/sj.bjp.0707604,,,Agonist‐selective mechanisms of GPCR desensitization,2007,Eamonn Kelly; Christopher Bailey; Graeme Henderson
10.1021/jm061238m,,,"Bifunctional [2‘,6‘-Dimethyl-<scp>l</scp>-tyrosine]endomorphin-2 Analogues Substituted at Position 3 with Alkylated Phenylalanine Derivatives Yield Potent Mixed μ-Agonist/δ-Antagonist and Dual μ-Agonist/δ-Agonist Opioid Ligands",2007,Tingyou Li; Kimitaka Shiotani; Anna Miyazaki; Yuko Tsuda; Akihiro Ambo; Yusuke Sasaki; Yunden Jinsmaa; Ewa D. Marczak; Sharon D. Bryant; Lawrence H. Lazarus
10.2174/157340607781745429,,,Bioactivity of New &amp;#956; and &amp;#948; Opioid Peptides,2007,Anna Capasso
10.1016/j.biopsych.2007.05.028,,,Cellular Mechanisms Underlying the Antidepressant Effects of Ketamine: Role of α-Amino-3-Hydroxy-5-Methylisoxazole-4-Propionic Acid Receptors,2007,Sungho Maeng; Carlos A. Zarate; Jing Du; Robert J. Schloesser; Joseph McCammon; Guang Chen; Husseini K. Manji
10.1016/j.neuint.2007.07.011,,,Characterization of interactions between phencyclidine and amphetamine in rodent prefrontal cortex and striatum: Implications in NMDA/glycine-site-mediated dopaminergic dysregulation and dopamine transporter function,2007,Henry Sershen; Andrea Balla; John Aspromonte; Shan Xie; Thomas B. Cooper; Daniel C. Javitt
10.1038/sj.npp.1301356,,,Clozapine and Haloperidol Differently Suppress the MK-801-Increased Glutamatergic and Serotonergic Transmission in the Medial Prefrontal Cortex of the Rat,2007,Xavier López-Gil; Zoila Babot; Mercè Amargós‐Bosch; Cristina Suñol; Francesc Artigas; Albert Adell
10.31887/dcns.2007.9.4/pkalivas,,,Cocaine and amphetamine-like psychostimulants: neurocircuitry and glutamate neuroplasticity,2007,Peter W. Kalivas
10.1016/j.bmcl.2007.01.051,,,Comparison of the in vitro apparent permeability and stability of opioid mimetic compounds with that of the native peptide,2007,Yasuko Koda; Kimitaka Shiotani; István Tóth; Yuko Tsuda; Yoshio Okada; Joanne T. Blanchfield
10.1016/j.bmcl.2007.08.058,,,"Design and synthesis of opioidmimetics containing 2′,6′-dimethyl-l-tyrosine and a pyrazinone-ring platform",2007,Kimitaka Shiotani; Tingyou Li; Anna Miyazaki; Yuko Tsuda; Toshio Yokoi; Akihiro Ambo; Yusuke Sasaki; Sharon D. Bryant; Lawrence H. Lazarus; Yoshio Okada
10.1038/sj.npp.1301547,,,Differential Effects of Antipsychotic and Glutamatergic Agents on the phMRI Response to Phencyclidine,2007,Alessandro Gozzi; Charles H. Large; Adam J. Schwarz; Simone Bertani; Valerio Crestan; Angelo Bifone
10.1177/0269881107077712,,,Do NMDA receptor antagonist models of schizophrenia predict the clinical efficacy of antipsychotic drugs?,2007,Charles H. Large
10.1002/prot.21598,,,Dopamine transporter comparative molecular modeling and binding site prediction using the LeuT<sub>Aa</sub>leucine transporter as a template,2007,Martín Indarte; Jeffry D. Madura; Christopher K. Surratt
10.1038/sj.npp.1301565,,,Dopaminergic and Glutamatergic Regulation of Effort- and Delay-Based Decision Making,2007,Stan Floresco; Maric Tse; Sarvin Ghods-Sharifi
10.1097/01.anes.0000278876.20263.a7,,,Effects of Butorphanol on Morphine-induced Itch and Analgesia in Primates,2007,Heeseung Lee; Norah N. Naughton; James H. Woods; Mei‐Chuan Ko
10.1111/j.1471-4159.2006.04358.x,,,Evidence for D2 receptor mediation of amphetamine‐induced normalization of locomotion and dopamine transporter function in hypoinsulinemic rats,2007,Rajkumar J. Sevak; William A. Owens; Wouter Koek; Aurelio Galli; Lynette C. Daws; Charles P. France
10.1177/0269881107077716,,,From prediction error to psychosis: ketamine as a pharmacological model of delusions,2007,Philip R. Corlett; G.D. Honey; Paul C. Fletcher
10.1016/s0074-7742(06)78003-5,,,"Glutamate and Schizophrenia: Phencyclidine, N‐Methyl‐d‐Aspartate Receptors, and Dopamine–Glutamate Interactions",2007,Daniel C. Javitt
10.1371/journal.pbio.0050274,,,Hypoinsulinemia Regulates Amphetamine-Induced Reverse Transport of Dopamine,2007,Jason M. Williams; William A. Owens; Gregory Turner; Christine Saunders; Concetta Dipace; Randy Blakely; Charles P. France; John C. Gore; Lynette C. Daws; Malcolm J. Avison
10.1074/jbc.m704456200,,,"Ibogaine, a Noncompetitive Inhibitor of Serotonin Transport, Acts by Stabilizing the Cytoplasm-facing State of the Transporter",2007,Miriam T. Jacobs; Yuan‐Wei Zhang; Scott Campbell; Gary Rudnick
10.1016/j.brainres.2007.03.009,,,"Inbred Lewis and Fischer 344 rat strains differ not only in novelty- and amphetamine-induced behaviors, but also in dopamine transporter activity in vivo",2007,Joshua M. Gulley; Carson V. Everett; Nancy R. Zahniser
10.1038/sj.npp.1301604,,,Lamina-Specific Abnormalities of NMDA Receptor-Associated Postsynaptic Protein Transcripts in the Prefrontal Cortex in Schizophrenia and Bipolar Disorder,2007,Mónica Beneyto; James H. Meador‐Woodruff
10.1074/jbc.m705540200,,,Long-Acting κ Opioid Antagonists Disrupt Receptor Signaling And Produce Noncompetitive Effects By Activating C-Jun N-Terminal Kinase,2007,Michael R. Bruchas; Tao Yang; Selena Schreiber; Mia C. DeFino; Steven C. Kwan; Shuang Li; Charles Chavkin
10.1177/0269881105062484,,,Low dose ketamine: a therapeutic and research tool to explore N-methyl-D-aspartate (NMDA) receptor-mediated plasticity in pain pathways,2007,Boris A. Chizh
10.1096/fasebj.21.5.a426-a,,,Mu opioid receptor activation without arrestin‐interactions; a pharmacological approach.,2007,Laura Bohn; Chad E. Groer; Kevin Tidgewell; Robert A. Moyer; Wayne W. Harding; Thomas E. Prisinzano
10.1038/sj.npp.1301563,,,Neuroplasticity of Neocortical Circuits in Schizophrenia,2007,David A. Lewis; Guillermo González‐Burgos
10.1146/annurev.pharmtox.47.120505.105140,,,New Insights into the Mechanism of Action of Amphetamines,2007,Annette E. Fleckenstein; Trent J. Volz; Evan L. Riddle; James W. Gibb; Glen R. Hanson
10.1016/j.biopsych.2006.09.031,,,Norepinephrine Transporter Gene Variation Modulates Acute Response to d-Amphetamine,2007,Andrea Dlugos; Christine M. Freitag; Christa Hohoff; J. M. McDonald; Edwin H. Cook; Jürgen Deckert; Harriet de Wit
10.1016/j.brainresbull.2007.05.010,,,Novel diastereomeric opioid tetrapeptides exhibit differing pharmacological activity profiles,2007,Enikő Ioja; Dirk Tourwé; István Kertész; Géza Tóth; Anna Borsodi; Sándor Benyhe
10.1124/jpet.107.123836,,,Pharmacological Characterization of Glycine-Activated Currents in HEK 293 Cells Expressing N-Methyl-D-aspartate NR1 and NR3 Subunits,2007,C. Thetford Smothers; John J. Woodward
10.2106/jbjs.f.00906,,,Preventing the Development of Chronic Pain After Orthopaedic Surgery with Preventive Multimodal Analgesic Techniques,2007,Scott S. Reuben; Asokumar Buvanendran
10.2106/00004623-200706000-00025,,,Preventing the Development of Chronic Pain After Orthopaedic Surgery with Preventive Multimodal Analgesic Techniques,2007,Scott S. Reuben; Asokumar Buvanendran
10.1124/jpet.107.127704,,,"Quantitation of Doxorubicin Uptake, Efflux, and Modulation of Multidrug Resistance (MDR) in MDR Human Cancer Cells",2007,Fei Shen; Shaoyou Chu; Aimee K. Bence; Barbara J. Bailey; Xinjian Xue; Priscilla A. Erickson; Marshall H. Montrose; William T. Beck; Leonard C. Erickson
10.1124/jpet.106.116863,,,Rhesus Monkey Trace Amine-Associated Receptor 1 Signaling: Enhancement by Monoamine Transporters and Attenuation by the D2 Autoreceptor in Vitro,2007,Zhihua Xie; Susan V. Westmoreland; Mary E. Bahn; Guo‐Lin Chen; Hong Yang; Eric J. Vallender; Wei‐Dong Yao; Bertha K. Madras; Gregory M. Miller
10.1111/j.1471-4159.2007.05195.x,,,Substrates dissociate dopamine transporter oligomers,2007,Nianhang Chen; Maarten E. A. Reith
10.1021/jm060998u,,,"Synthesis and Characterization of Potent and Selective μ-Opioid Receptor Antagonists, [Dmt, <scp>d</scp>-2-Nal<sup>4</sup>]endomorphin-1 (Antanal-1) and [Dmt<sup>1</sup>, <scp>d</scp>-2-Nal<sup>4</sup>]endomorphin-2 (Antanal-2)",2007,Jakub Fichna; Jean-Claude do-Rego; Nga N. Chung; Carole Lemieux; Peter W. Schiller; Jeroen Poels; Jozef Vanden Broeck; Jean Costentin; Anna Janecka
10.2174/157340607782360272,,,"Synthesis of Opioidmimetics, 3-[H-Dmt-NH(CH2)m]-6-[H-Dmt-NH(CH2)n]-2(1H)-pyrazinones, and Studies on Structure-Activity Relationships",2007,Kimitaka Shiotani; Anna Miyazaki; Tingyou Li; Yuko Tsuda; Toshio Yokoi; Akihiro Ambo; Yusuke Sasaki; Sharon D. Bryant; Yunden Jinsmaa; Lawrence H. Lazarus
10.1248/bpb.30.117,,,"The 5-HT1A Receptor Full Agonist, 8-OH-DPAT Inhibits ACTH-Induced 5-HT2A Receptor Hyperfunction in Rats: Involvement of 5-HT1A Receptors in the DOI-Induced Wet-Dog Shakes in ACTH-Treated Rats",2007,Yoshihisa Kitamura; Kouhei Kitagawa; Yoshika Fujitani; Kazuhiko Shibata; Hiroaki Araki; Toshiaki Sendou; Yutaka Gomita
10.1016/j.bpa.2006.12.006,,,The clinical role of NMDA receptor antagonists for the treatment of postoperative pain,2007,Marc F. De Kock; Patricia Lavand’homme
10.1124/jpet.106.117382,,,Trace Amine-Associated Receptor 1 Is a Modulator of the Dopamine Transporter,2007,Zhihua Xie; Gregory M. Miller
10.1124/jpet.107.132647,,,Trace Amine-Associated Receptor 1 Modulates Dopaminergic Activity,2007,Lothar Lindemann; Claas A. Meyer; Karine Jeanneau; Amyaouch Bradaïa; Laurence Ozmen; Horst Bluethmann; Bernhard Bettler; Joseph G. Wettstein; Edilio Borroni; Jean‐Luc Moreau
10.1213/01.ane.0000255729.96438.b0,,,Use of Anesthetic Agents in Neonates and Young Children,2007,R. Daniel Mellon; Arthur F. Simone; Bob A. Rappaport
10.1111/j.1471-4159.2007.05108.x,,,VMAT2 and dopamine neuron loss in a primate model of Parkinson’s disease,2007,Ming‐Kai Chen; Hiroto Kuwabara; Yun Zhou; Robert J. Adams; James Robert Brašić; Jennifer L. McGlothan; Tatyana Verina; Neal C. Burton; Mohab Alexander; Anil Kumar
10.1111/j.1471-4159.2006.04247.x,,,"<i>In vivo</i>analysis of serotonin clearance in rat hippocampus reveals that repeated administration of p‐methoxyamphetamine (PMA), but not 3,4‐methylenedioxymethamphetamine (MDMA), leads to long‐lasting deficits in serotonin transporter function",2006,Paul D. Callaghan; William A. Owens; Martin A. Javors; Teresa Alonso Sánchez; David Jones; Rodney J. Irvine; Lynette C. Daws
10.1124/mol.106.026690,,,Amphetamine Induces a Calcium/Calmodulin-Dependent Protein Kinase II-Dependent Reduction in Norepinephrine Transporter Surface Expression Linked to Changes in Syntaxin 1A/Transporter Complexes,2006,Concetta Dipace; Uhna Sung; Francesca Binda; Randy Blakely; Aurelio Galli
10.1093/toxsci/kfj144,,,Blockade of N-Methyl-D-Aspartate Receptors by Ketamine Produces Loss of Postnatal Day 3 Monkey Frontal Cortical Neurons in Culture,2006,Cheng Wang; Natalya Sadovova; Charlotte E. Hotchkiss; Xin Fu; Andrew C. Scallet; Tucker A. Patterson; Joseph P. Hanig; Merle G. Paule; William Slikker
10.1016/j.neuroimage.2005.10.029,,,Brain hemodynamic changes mediated by dopamine receptors: Role of the cerebral microvasculature in dopamine-mediated neurovascular coupling,2006,Ji‐Kyung Choi; Y. Iris Chen; Édith Hamel; Bruce G. Jenkins
10.1016/j.neuron.2006.06.028,,,Calmodulin Kinase II Interacts with the Dopamine Transporter C Terminus to Regulate Amphetamine-Induced Reverse Transport,2006,Jacob U. Fog; Habibeh Khoshbouei; Marion Holy; William A. Owens; Christian Bjerggaard Vægter; Namita Sen; Yelyzaveta Nikandrova; Erica Bowton; Douglas G. McMahon; Roger Colbran
10.1016/j.mehy.2006.07.061,,,Delusional parasitosis and the dopamine transporter. A new insight of etiology?,2006,Markus Huber; Erwin Kirchler; Martin Kärner; Roger Pycha
10.1523/jneurosci.3648-05.2006,,,Distinct Morphological Stages of Dentate Granule Neuron Maturation in the Adult Mouse Hippocampus,2006,Chunmei Zhao; Edmond Teng; Robert G. Summers; Guo‐li Ming; Fred H. Gage
10.1124/mol.106.026351,,,Dopamine Transporter Activity Mediates Amphetamine-Induced Inhibition of Akt through a Ca2+/Calmodulin-Dependent Kinase II-Dependent Mechanism,2006,Y. Wei; Julie M. Williams; Concetta Dipace; Uhna Sung; Jonathan A. Javitch; Aurelio Galli; Christine Saunders
10.1016/j.neuropharm.2006.09.008,,,Effects of the NMDA-receptor antagonist ketamine on perceptual correlates of long-term potentiation within the nociceptive system,2006,Thomas Klein; Walter Magerl; Ursula Nickel; H. Hopf; Jürgen Sandkühler; Rolf‐Detlef Treede
10.1016/j.pbb.2006.05.021,,,Effects of the mGluR2/3 agonist LY379268 on ketamine-evoked behaviours and neurochemical changes in the dentate gyrus of the rat,2006,Gábor Imre; Amber R. Salomons; Minke E. Jongsma; Dirk S. Fokkema; Johan A. den Boer; Gert J. Ter Horst
10.1016/j.ddstr.2006.11.012,,,Enhancing AMPA to NMDA throughput as a convergent mechanism for antidepressant action,2006,Jing Du; Rodrigo Machado‐Vieira; Sungho Maeng; Keri Martinowich; Husseini K. Manji; Carlos A. Zarate
10.1016/j.brainres.2006.11.018,,,"Fluctuation of the dopamine uptake inhibition potency of cocaine, but not amphetamine, at mammalian cells expressing the dopamine transporter",2006,Okechukwu Ukairo; Suneetha Ramanujapuram; Christopher K. Surratt
10.2174/187152706784111579,,,"Molecular Biology, Pharmacology and Functional Role of the Plasma Membrane Dopamine Transporter",2006,Raul R. Gainetdinov; Marc G. Caron; Jean‐Martin Beaulieu; Tatyana Sotnikova
10.1038/sj.bjp.0706428,,,Neurotransmitter transporters and their impact on the development of psychopharmacology,2006,Leslie L. Iversen
10.1016/j.pbb.2006.08.005,,,"Nicotine and smoker status moderate brain electric and mood activation induced by ketamine, an N-methyl-d-aspartate (NMDA) receptor antagonist",2006,Verner Knott; Judy McIntosh; Anne Millar; Derek J. Fisher; Crystal M. Villeneuve; Vadim Ilivitsky; Edward Horn
10.1016/j.neurobiolaging.2005.12.005,,,Non-invasive imaging of neuropathology in a rat model of α-synuclein overexpression,2006,Erwin Lauwers; D. Bequé; Koen Van Laere; Johan Nuyts; Guy Bormans; Luc Mortelmans; Cindy Casteels; Linda Vercammen; Olivier Bockstael; Bart Nuttin
10.1208/aapsj080114,,,Opioid ligands with mixed μ/δ opioid receptor interactions: An emerging approach to novel analgesics,2006,Subramaniam Ananthan
10.1074/jbc.m606062200,,,Paradoxical Striatal Cellular Signaling Responses to Psychostimulants in Hyperactive Mice,2006,Jean‐Martin Beaulieu; Tatyana D. Sotnikova; Raul R. Gainetdinov; Marc G. Caron
10.1016/j.peptides.2005.12.003,,,Partial and full agonism in endomorphin derivatives: Comparison by null and operational model,2006,András Z. Rónai; Mahmoud Al‐Khrasani; Sándor Benyhe; Imre Lengyel; László Kocsis; György Orosz; Géza Tóth; Erzsébet Kató; László Tóthfalusi
10.1097/00000542-200603000-00028,,,Postoperative Hyperalgesia,2006,O.H.G. Wilder‐Smith; Lars Arendt‐Nielsen
10.1124/mol.106.023952,,,Regulation of Dopamine Transporter Trafficking by Intracellular Amphetamine,2006,Kristopher M. Kahlig; Brandon J. Lute; Yuqiang Wei; Claus J. Løland; Ulrik Gether; Jonathan A. Javitch; Aurelio Galli
10.1016/j.nucmedbio.2005.12.007,,,Repeated administration of d-amphetamine induces loss of [123I]FP-CIT binding to striatal dopamine transporters in rat brain: a validation study,2006,Jan Booij; Kora de Bruin; W. Boudewijn Gunning
10.1124/jpet.106.107557,,,Sigma-1 Receptor Activation Prevents Intracellular Calcium Dysregulation in Cortical Neurons during in Vitro Ischemia,2006,Christopher Katnik; Waldo R. Guerrero; Keith R. Pennypacker; Yelenis Herrera; Javier Cuevas
10.1097/00000542-200608000-00024,,,The Entwined Mysteries of Anesthesia and Consciousness,2006,Stuart R. Hameroff
10.1111/j.1471-4159.2006.03719.x,,,The dopamine transporter proteome,2006,Gonzalo E. Torres
10.1111/j.1471-4159.2006.04419.x,,,The role of the plasmalemmal dopamine and vesicular monoamine transporters in methamphetamine‐induced dopaminergic deficits,2006,Trent J. Volz; Glen R. Hanson; Annette E. Fleckenstein
10.1007/978-1-59745-080-5,,,The serotonin receptors : from molecular pharmacology to human therapeutics,2006,Bryan L. Roth
10.1124/jpet.106.106989,,,"WAY-163909 [(7 bR,10 aR)-1,2,3,4,8,9,10,10 a-Octahydro-7 bH-cyclopenta-[b][1,4]diazepino[6,7,1hi]indole]: A Novel 5-Hydroxytryptamine 2C Receptor-Selective Agonist with Preclinical Antipsychotic-Like Activity",2006,Karen L. Marquis; Annmarie L. Sabb; Sheree F. Logue; Julie Brennan; Michael J. Piesla; Tom Comery; Steven M. Grauer; Charles R. Ashby; Huy Q. Nguyen; Lee A. Dawson
10.1021/jm0491795,,,A New Structural Motif for μ-Opioid Antagonists,2005,Isabelle Van den Eynde; Georges Laus; Peter W. Schiller; Piotr Kossoń; Nga N. Chung; Andrzej W. Lipkowski; Dirk Tourwé
10.1111/j.1471-4159.2005.03199.x,,,A triple mutation in the second transmembrane domain of mouse dopamine transporter markedly decreases sensitivity to cocaine and methylphenidate,2005,Rong Chen; Dawn D. Han; Howard H. Gu
10.1124/mol.104.009092,,,Akt Is Essential for Insulin Modulation of Amphetamine-Induced Human Dopamine Transporter Cell-Surface Redistribution,2005,B. G Garcia; Y Wei; José A. Morón; Richard Z. Lin; Jonathan A. Javitch; Aurelio Galli
10.1176/appi.ajp.162.12.2352,,,Altered Prefrontal Dopaminergic Function in Chronic Recreational Ketamine Users,2005,Rajesh Narendran; W. Gordon Frankle; Richard S.E. Keefe; Roberto Gil; Diana Martínez; Mark Slifstein; Lawrence S. Kegeles; Peter S. Talbot; Yiyun Huang; Dah‐Ren Hwang
10.1073/pnas.0407737102,,,Amphetamine induces dopamine efflux through a dopamine transporter channel,2005,Kristopher M. Kahlig; Francesca Binda; Habibeh Khoshbouei; Randy Blakely; Douglas G. McMahon; Jonathan A. Javitch; Aurelio Galli
