# discovered queue (mechanistic) generated at 2026-05-15T06:35:09.796789+00:00
# doi,compound,target,optional_study_title,optional_study_year,optional_authors
10.1007/s13205-025-04673-z,,,Neuropharmacology of synaptic plasticity: pathways to cognitive resilience in healthy aging,2026,Falguni Goel; Payal Singh; Sachchida Nand; Dharmendra Kumar Yadav
10.1016/s0893-133x(96)00249-7,,,Serotonin 5-HT2A Receptor Binding in Platelets from Healthy Subjects as Studied by [3H]-Lysergic Acid Diethylamide ([3H]-LSD): Intra- and Interindividual Variability,1997,Olav Spigset
10.1016/s0091-3057(96)00314-0,,,"Suppressive Effect of Mitragynine on the 5-Methoxy-N,N-dimethyltryptamine-Induced Head-Twitch Response in Mice",1997,Kinzo Matsumoto; Maho Mizowaki; Hiromitsu Takayama; Shin‐ichiro Sakai; Norio Aimi; Hiroshi Watanabe
10.1016/j.neuropharm.2020.108276,,,The Business of Rural Tourism: International Perspectives,1997,Stephen J. Page; Donald Getz
10.1097/00004714-199708000-00009,,,The Effect of Fluvoxamine on Serum Prolactin and Serum Sodium Concentrations,1997,Olav Spigset; Tom Mjörndal
10.1002/mds.870120502,,,The dopamine transporter: A crucial component regulating dopamine transmission,1997,Mohamed Jaber; Sara R. Jones; Bruno Giros; Marc G. Caron
10.1073/pnas.94.18.9938,,,"VMAT2 knockout mice: Heterozygotes display reduced amphetamine-conditioned reward, enhanced amphetamine locomotion, and enhanced MPTP toxicity",1997,Nobuyuki Takahashi; Lucinda L. Miner; Ichiro Sora; Hiroshi Ujike; Randal S. Revay; Vladimir Kostić; Vernice Jackson‐Lewis; Serge Przedborski; George R. Uhl
10.1016/s0896-6273(00)80418-3,,,Vesicular Transport Regulates Monoamine Storage and Release but Is Not Essential for Amphetamine Action,1997,Edward A. Fon; Emmanuel N. Pothos; Bao-Cun Sun; Nigel Killeen; David Sulzer; Robert H. Edwards
10.1007/bf02245610,,,"5-HT modulation of auditory and visual sensorimotor gating: II. Effects of the 5-HT2A antagonist MDL 100,907 on disruption of sound and light prepulse inhibition produced by 5-HT agonists in Wistar rats",1996,Robert Padich; Timothy C. McCloskey; John H. Kehne
10.1111/j.1476-5381.1996.tb16700.x,,,5‐HT<sub>2B</sub> receptor‐mediated calcium release from ryanodine‐sensitive intracellular stores in human pulmonary artery endothelial cells,1996,Christoph Ullmer; Hendrikus Boddeke; Karin Schmuck; Hermann Lübbert
10.1016/0024-3205(96)00449-3,,,A novel class of 5-HT2a receptor antagonists: Aryl aminoguanidines,1996,Henry U. Bryant; David L. Nelson; Donald Button; Harlan W. Cole; Melvyn Baez; Virginia L. Lucaites; David B. Wainscott; Cecilia Whitesitt; Jon K. Reel; Richard L. Simon
10.1016/0028-3908(95)00136-0,,,Activation of 5-HT2A receptors potentiates pain produced by inflammatory mediators,1996,F. V. Abbott; Yanguo Hong; Pierre Blier
10.1016/0014-2999(95)00711-3,,,Activities of novel aryloxyalkylimidazolines on rat 5-HT2A and 5-HT2C receptors,1996,Barry W. Siegel; Jules Freedman; Mark J. Vaal; Bruce M. Baron
10.1016/s0896-6273(00)80111-7,,,Addiction to Cocaine and Amphetamine,1996,Steven E Hyman
10.1046/j.1471-4159.1996.67062521.x,,,Characterisation of Human 5‐Hydroxytryptamine<sub>2A</sub> and 5‐Hydroxytryptamine<sub>2C</sub> Receptors Expressed in the Human Neuroblastoma Cell Line SH‐SY5Y: Comparative Stimulation by Hallucinogenic Drugs,1996,Rebecca Newton; S. L. Phipps; Thomas P. Flanigan; Nigel R. Newberry; James E. Carey; C S Kumar; B. McDonald; C. Chen; J.M. Elliott
10.1016/0893-133x(95)00176-e,,,Chronic Citalopram and Fluoxetine Treatments Upregulate 5-HT2C Receptors in the Rat Choroid Plexus,1996,Aki Laakso
10.1016/s0306-4522(96)00399-5,,,Cocaine and amphetamine elicit differential effects in rats with a unilateral injection of dopamine transporter antisense oligodeoxynucleotides,1996,Christopher Silvia; Mohamed Jaber; G. R. Gnana King; E. H. Ellinwood; Marc G. Caron
10.1111/j.1460-9568.1996.tb01228.x,,,Comparative Patch‐clamp Studies with Freshly Dissociated Rat Hippocampal and Striatal Neurons on the NMDA Receptor Antagonistic Effects of Amantadine and Memantine,1996,Chris G. Parsons; V. A. Panchenko; V. Pinchenko; A. Ya. Tsyndrenko; Oleg Krishtal
10.1016/s0026-895x(25)09149-7,,,Contribution of a helix 5 locus to selectivity of hallucinogenic and nonhallucinogenic ligands for the human 5-hydroxytryptamine2A and 5-hydroxytryptamine2C receptors: direct and indirect effects on ligand affinity mediated by the same locus.,1996,Niva Almaula; Barbara J. Ebersole; Juan Antonio Ballesteros‐Cánovas; Harel Weinstein; Stuart C. Sealfon
10.1097/00005072-199601000-00012,,,Developmental Changes in [3H]Lysergic Acid Diethylamide ([3H]LSD) Binding to Serotonin Receptors in the Human Brainstem,1996,Nataša Zec; James J. Filiano; Ashok Panigrahy; William F. White; Hannah C. Kinney
10.1021/jm960199j,,,"Dihydrobenzofuran Analogues of Hallucinogens. 3. Models of 4-Substituted (2,5-Dimethoxyphenyl)alkylamine Derivatives with Rigidified Methoxy Groups",1996,Aaron Monte; Danuta Marona‐Lewicka; Matthew Parker; David B. Wainscott; David L. Nelson; David E. Nichols
10.1073/pnas.93.10.5166,,,Distinct pharmacological properties and distribution in neurons and endocrine cells of two isoforms of the human vesicular monoamine transporter.,1996,Jeffrey D. Erickson; Monika Schäfer; Tom I. Bonner; Lee E. Eiden; Eberhard Weihe
10.1016/0893-133x(95)00240-e,,,Effect of Pindolol on the Function of Pre- and Postsynaptic 5-HT1A Receptors: In Vivo Microdialysis and Electrophysiological Studies in the Rat Brain,1996,Luz Romero
10.1016/s0028-3908(96)00078-0,,,"Effects of 5-HT agonists, selective for different receptor subtypes, on oxytocin, CCK, gastrin and somatostatin plasma levels in the rat",1996,Kerstin Uvnäs-Moberg; Viveka Hillegaart; Pawel Alster; Sven Ahlénius
10.1016/0006-8993(96)00991-2,,,"Effects of 8-OH-DPAT, a 5-HT1A receptor agonist, and DOI, a 5-HT2A/2C agonist, on monosynaptic transmission in spinalized rats",1996,Yutaka Hasegawa; Hideki Ono
10.1016/0014-2999(95)00728-8,,,Effects of NMDA receptor antagonists on inhibition of morphine tolerance in rats: binding at μ-opioid receptors,1996,Chih‐Shung Wong; Chen‐Hwan Cherng; Hsiang‐Ning Luk; Shung‐Tai Ho; Che‐Se Tung
10.1007/bf02246643,,,Evidence thatm-chlorophenylpiperazine-induced hyperthermia in rats is mediated by stimulation of 5-HT2C receptors,1996,Pascale Mazzola‐Pomietto; Charanjit S. Aulakh; Kinga Woźniak; Dennis L. Murphy
10.1021/ac960022x,,,Human Norepinephrine Transporter Kinetics Using Rotating Disk Electrode Voltammetry,1996,W. B. Burnette; M. D. Bailey; Shola Kukoyi; Randy Blakely; C.G. Trowbridge; J. B. Justice
10.1038/379606a0,,,Hyperlocomotion and indifference to cocaine and amphetamine in mice lacking the dopamine transporter,1996,Bruno Giros; Mohamed Jaber; Sara R. Jones; R. Mark Wightman; Marc G. Caron
10.1016/s0026-895x(25)09398-8,,,"Identification of a single amino acid, phenylalanine 586, that is responsible for high affinity interactions of tricyclic antidepressants with the human serotonin transporter.",1996,E L Barker; Randy Blakely
10.1097/00001756-199612200-00035,,,Identification of planarian serotonin receptor by ligand binding and PCR studies,1996,Osamu Saitoh; Eriko Yuruzume; Hiroyasu Nakata
10.1016/s0022-3565(25)20792-3,,,LSD and the phenethylamine hallucinogen DOI are potent partial agonists at 5-HT2A receptors on interneurons in rat piriform cortex.,1996,Gerard J. Marek; G K Aghajanian
10.1152/ajpregu.1996.270.1.r162,,,Lateral parabrachial nucleus and serotonergic mechanisms in the control of salt appetite in rats,1996,José Vanderlei Menani; Robert L. Thunhorst; Alan Kim Johnson
10.1016/s0896-6273(00)80213-5,,,Listening to Neurotransmitter Transporters,1996,Henry A. Lester; Yongwei Cao; Sela Mager
10.1074/jbc.271.25.14672,,,Mapping the Binding Site Pocket of the Serotonin 5-Hydroxytryptamine2A Receptor,1996,Niva Almaula; Barbara J. Ebersole; Daqun Zhang; Harel Weinstein; Stuart C. Sealfon
10.1016/0893-133x(95)00137-3,,,NMDA Receptor Function and Human Cognition: The Effects of Ketamine in Healthy Volunteers,1996,Anil K. Malhotra
10.1007/bf02532401,,,NMDA Receptor antagonists prevent acute ammonia toxicity in mice,1996,Carlos Hermenegildo; Goizane Marcaida; Carmina Montoliu; Santiago Grisolía; María‐Dolores Miñana; Vicente Felipo
10.1523/jneurosci.16-01-00373.1996,,,NMDA receptor antagonists impair prefrontal cortex function as assessed via spatial delayed alternation performance in rats: modulation by dopamine,1996,Anita Verma; Bita Moghaddam
10.1016/0014-2999(96)00067-2,,,Opioid receptor selectivity alteration by single residue replacement: synthesis and activity profile of [Dmt1]deltorphin B,1996,Remo Guerrini; Anna Capasso; L. Sorrentino; Roberto Anacardio; Sharon D. Bryant; Lawrence H. Lazarus; Martti Attila; Severo Salvadori
10.1007/bf02805969,,,Pharmacological screen for activities of 12-hydroxyibogamine: a primary metabolite of the indole alkaloid ibogaine,1996,Julie K. Staley; Qinjie Ouyang; John Pablo; William Lee Hearn; Donna D. Flynn; Richard B. Rothman; Kenner C. Rice; Deborah C. Mash
10.1176/ajp.153.4.538,,,Platelet serotonin 2A (5-HT2A) receptor characteristics and parenting factors for boys at risk for delinquency: a preliminary report,1996,Daniel Pine; Gail A. Wasserman; Jeremy D. Coplan; J A Fried; Yu-rong Huang; Suham Kassir; Laurence L. Greenhill; David R. Shaffer; Bruce Parsons
10.1002/(sici)1096-8628(19961122)67:6<533::aid-ajmg4>3.0.co;2-i,,,Possible locus for bipolar disorder near the dopamine transporter on chromosome 5,1996,John R. Kelsoe; A. Dessa Sadovnick; Helgi Kristbjarnarson; Patricia Bergesch; Zofi Mroczkowski‐Parker; Michael Drennan; Mark Hyman Rapaport; Pamela Flodman; M. Anne Spence; Ronald A. Remick
10.1016/0028-3908(95)00195-6,,,"Protective actions of the 5-HT2A2C receptor agonist, DOI, on 5-HT1A receptor-mediated inhibition of lordosis behavior",1996,Sharmin Maswood; Martha Andrade; Marjay Caldarola-Pastuszka; Lynda Uphouse
10.1016/0006-2952(95)02122-1,,,"Radiolabelling of the human 5-HT2A receptor with an agonist, a partial agonist and an antagonist: Effects on apparent agonist affinities",1996,Andrew J. Sleight; Nico J. Stam; Vincent Mutel; Patrick Vanderheyden
10.1016/0091-3057(95)02135-3,,,"Role of 5-HT in stress, anxiety, and depression",1996,Frederico Guilherme Graeff; Francisco Silveira Guimarães; Telma G.C.S. De Andrade; J.F.W. Deakin
10.1152/ajpregu.1996.271.5.r1231,,,Role of CRH in the effects of 5-HT-receptor agonists on food intake and metabolic rate,1996,S. Bovetto; Claude Rouillard; Denis Richard
10.1016/0006-8993(95)01373-3,,,Stimulation of 5-HT2A receptors in the paraventricular hypothalamus attenuates neuropeptide Y-induced hyperphagia through activation of corticotropin releasing factor,1996,Giuliano Grignaschi; Francesca Sironi; R. Samanin
10.1016/0969-8051(95)02074-8,,,Synthesis and in vivo studies of a selective ligand for the dopamine transporter: 3β-(4-[125I]iodophenyl) tropan-2β-carboxylic acid isopropyl ester ([125I]RTM-21),1996,John R. Lever; Ursula Scheffel; Marigo Stathis; Herbert H. Seltzman; Christopher D. Wyrick; Philip Abraham; Karol Parham; Brian F. Thomas; John W. Boja; Michael J. Kuhar
10.1016/0304-3959(96)03080-1,,,The effect of ketamine on phantom pain: a central neuropathic disorder maintained by peripheral input,1996,Lone Nikolajsen; Carsten L. Hansen; Jesper Ellerbæk Nielsen; Johnny Keller; Lars Arendt‐Nielsen; Troels S. Jensen
10.1007/bf02246545,,,5-HT2C receptor-mediated phosphoinositide turnover and the stimulus effects ofm-chlorophenylpiperazine,1995,David Fiorella; Scott Helsley; R.A. Rabin; J.C. Winter
10.1016/s0022-3565(25)12228-3,,,5-Hydroxytryptamine2A (5-HT2A) receptor desensitization can occur without down-regulation.,1995,Bryan L. Roth; Esa-Pekka Pälvimäki; Susan A. Berry; Naseem Khan; Nancy A. Sachs; Ahmet Uluer; M S Choudhary
10.1016/0006-3223(95)00046-1,,,Age-specific neurotoxicity in the rat associated with NMDA receptor blockade: Potential relevance to schizophrenia?,1995,Nuri B. Farber; David F. Wozniak; Madelon T. Price; Joann Labruyere; Janice M. Huss; Heidi St. Peter; John W. Olney
10.1016/0014-2999(95)00535-8,,,Antagonism by the 5-HT2A/C receptor agonist DOI of raclopride-induced catalepsy in the rat,1995,Marie-Louise Wadenberg; Sven Ahlénius
10.1016/s0026-895x(25)08574-8,,,Biogenic amine flux mediated by cloned transporters stably expressed in cultured cell lines: amphetamine specificity for inhibition and efflux.,1995,S C Wall; Haidong Gu; Gary Rudnick
10.1227/00006123-199512000-00007,,,Central Dysesthesia Pain after Traumatic Spinal Cord Injury Is Dependent on N-Methyl-D-aspartate Receptor Activation,1995,Per Kristian Eide; Audun Stubhaug; Aud Stenehjem
10.1016/0305-0491(95)00098-4,,,Characterization of [3H]LSD binding to a serotonin-sensitive site in honeybee (Apis mellifera) brain,1995,Wolfgang Blenau; Torsten May; Joachim Erber
10.1016/0028-3908(95)00092-k,,,"Comparison of the potency, kinetics and voltage-dependency of a series of uncompetitive NMDA receptor antagonists in vitro with anticonvulsive and motor impairment activity in vivo",1995,Chris G. Parsons; G. Quack; I. Bresink; L Baran; Edmund Przegaliński; Wojciech Kostowski; Paweł Krząścik; Sabine Hartmann; Wojciech Danysz
10.1007/bf02245809,,,Complex stimulus properties of LSD: a drug discrimination study with α2-adrenoceptor agonists and antagonists,1995,Danuta Marona‐Lewicka; David E. Nichols
10.1016/0304-3959(94)00182-e,,,Continuous subcutaneous administration of the N -methyl-D-aspartic acid (NMDA) receptor antagonist ketamine in the treatment of post-herpetic neuralgia,1995,Per Kristian Eide; Audun Stubhaug; Ivar Øye; Harald Breivik
10.1016/0006-8993(95)00477-8,,,DNQX inhibits phencyclidine (PCP) and ketamine induction of the hsp70 heat shock gene in the rat cingulate and retrosplenial cortex,1995,James W. Sharp; D.L. Petersen; M.T. Langford
10.1016/0006-8993(95)00865-n,,,"DOI, a 5-HT2A/2C receptor agonist, potentiates amphetamine-induced dopamine release in rat striatum",1995,Junji Ichikawa; Herbert Y. Meltzer
10.1016/0028-3908(95)00017-z,,,Different binding affinities of NMDA receptor channel blockers in various brain regions—Indication of NMDA receptor heterogeneity,1995,I. Bresink; Wojciech Danysz; Chris G. Parsons; E. Mutschler
10.1016/0893-133x(95)00049-j,,,"Differential Regulation of Rat 5-HT2A and 5-HT2C Receptors after Chronic Treatment with Clozapine, Chlorpromazine and Three Putative Atypical Antipsychotic Drugs",1995,Mikko Kuoppamäki
10.1038/sj.npp.1380283,,,"Differential Regulation of Rat 5-HT2A and 5-HT2C Receptors after Chronic Treatment with Clozapine, Chlorpromazine and Three Putative Atypical Antipsychotic Drugs",1995,Mikko Kuoppamäki; Esa-Pekka Pälvimäki; Jarmo Hietala; Erkka Syvälahti
10.1016/0304-3959(95)00029-r,,,"Effects of intravenous ketamine, alfentanil, or placebo on pain, pinprick hyperalgesia, and allodynia produced by intradermal capsaicin in human subjects",1995,Karen M. Park; Mitchell B. Max; Elaine Robinovitz; Richard H. Gracely; Gary J. Bennett
10.1007/bf02245187,,,"Evidence that 1-(2,5-dimethoxy-4-iodophenyl)-2-aminopropane (DOI)-induced hyperthermia in rats is mediated by stimulation of 5-HT2A receptors",1995,Pascale Mazzola‐Pomietto; Charanjit S. Aulakh; Kinga Woźniak; James Hill; Dennis L. Murphy
10.1016/s0026-895x(25)08565-7,,,Functional serotonin-2B receptors are expressed by a teratocarcinoma-derived cell line during serotoninergic differentiation.,1995,Sylvain Loric; Luc Maroteaux; Odile Kellermann; J.M. Launay
10.1016/0024-3205(95)02171-e,,,High affinity ibogaine binding to a mu opioid agonist site,1995,Ellen E. Codd
10.1016/0002-9378(95)90427-1,,,Human placental monoamine transporters as targets for amphetamines,1995,J. D. Ramamoorthy; Sammanda Ramamoorthy; Frederick H. Leibach; Vadivel Ganapathy
10.1016/0024-3205(95)00301-l,,,Ibogaine possesses a selective affinity for σ2 receptors,1995,Robert H. Mach; Cynthia R. Smith; Steven R. Childers
10.1016/0024-3205(95)00273-9,,,Identification of a primary metabolite of ibogaine that targets serotonin transporters and elevates serotonin,1995,Deborah C. Mash; Julie K. Staley; Michael H. Baumann; Richard B. Rothman; William Lee Hearn
10.1097/00000539-199507000-00012,,,Inhibition by Ketamine of Muscarinic Acetylcholine Receptor Function,1995,Marcel E. Durieux
10.1113/jphysiol.1995.sp020758,,,Inhibition of N‐ and P‐type calcium currents and the after‐hyperpolarization in rat motoneurones by serotonin.,1995,Douglas A. Bayliss; Masashi Umemiya; A. J. Berger
10.1007/bf02245940,,,LSD and structural analogs: pharmacological evaluation at D1 dopamine receptors,1995,Val J. Watts; Richard B. Mailman; Cindy P. Lawler; Kim A. Neve; David E. Nichols
10.1016/0885-3924(95)00102-5,,,Long-term ketamine subcutaneous continuous infusion in neuropathic cancer pain,1995,Sebastiano Mercadante; Franco Lodi; Monica Sapio; Marina Calligara; Roberto Serretta
10.1016/s0026-895x(25)08549-9,,,Mechanism of the dopamine-releasing actions of amphetamine and cocaine: plasmalemmal dopamine transporter versus vesicular monoamine transporter.,1995,Christian Pifl; Helmut Drobny; Harald Reither; O Hornykiewicz; E. A. Singer
10.1016/0893-133x(95)00083-p,,,"N-Methyl-?-Aspartate (NMDA) Receptors, Mu and Kappa Opioid Tolerance, and Perspectives on New Analgesic Drug Development",1995,Kathryn Elliott
10.1016/s0022-3565(25)12232-5,,,Pharmacological studies of the regulation of chronic FOS-related antigen induction by cocaine in the striatum and nucleus accumbens.,1995,Heather E. Nye; Bruce T. Hope; Max B. Kelz; Michael J. Iadarola; E J Nestler
10.1176/ajp.152.6.850,,,Platelet serotonin-2A receptors: a potential biological marker for suicidal behavior,1995,G.N. Pandey; Subhash C. Pandey; Yogesh Dwivedi; R P Sharma; Philip G. Janicak; John M. Davis
10.1016/0006-8993(95)00123-8,,,"Radioligand-binding study of noribogaine, a likely metabolite of ibogaine",1995,Sandra M. Pearl; Katherine Herrick-Davis; Milton Teitler; Stanley D. Glick
10.1046/j.1471-4159.1995.64020614.x,,,Regional Variations in the Pharmacology of NMDA Receptor Channel Blockers: Implications for Therapeutic Potential,1995,Richard H. Porter; J. Timothy Greenamyre
10.1006/bbrc.1995.2659,,,Regulation of the Human Serotonin Transporter by Interleukin-1β,1995,Sivapriya Ramamoorthy; J. D. Ramamoorthy; Puttur D. Prasad; G.K. Bhat; V.B. Mahesh; Frederick H. Leibach; V. Ganapathy
