# triage-filtered queue generated at 2026-04-21T15:16:35.013578+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors
10.52965/001c.38672,S-ketamine,kappa opioid receptor (OPRK1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,S-ketamine,mu opioid receptor (OPRM1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,R-ketamine,kappa opioid receptor (OPRK1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.52965/001c.38672,R-ketamine,mu opioid receptor (OPRM1),"Historical Pathways for Opioid Addiction, Withdrawal with   Traditional and Alternative Treatment Options with Ketamine,   Cannabinoids, and Noribogaine: A Narrative Review",2022,
10.53846/goediss-2111,Psilocybin,5-HT2A,Tryptamines as Ligands and Modulators of the Serotonin 5‑HT2A Receptor and the Isolation of Aeruginascin from the Hallucinogenic Mushroom Inocybe aeruginascens,2005,
10.53846/goediss-2111,Psilocybin,5-HT2C,Tryptamines as Ligands and Modulators of the Serotonin 5‑HT2A Receptor and the Isolation of Aeruginascin from the Hallucinogenic Mushroom Inocybe aeruginascens,2005,
10.53846/goediss-2111,Psilocybin,5-HT1A,Tryptamines as Ligands and Modulators of the Serotonin 5‑HT2A Receptor and the Isolation of Aeruginascin from the Hallucinogenic Mushroom Inocybe aeruginascens,2005,
10.58837/chula.the.2001.1774,DOI,5-HT2A,The role of 5-HT1B/1D and 5-HT2A/2C receptors in neurovascular response to nitric oxide in rat trigeminovascular system,2001,
10.58837/chula.the.2001.1774,DOI,5-HT1B,The role of 5-HT1B/1D and 5-HT2A/2C receptors in neurovascular response to nitric oxide in rat trigeminovascular system,2001,
10.6019/empiar-11434,LSD,5-HT2B,5-HT2B receptor bound to LSD obtained by cryo-electron microscopy (cryoEM),2022,
10.6019/empiar-11448,LSD,5-HT2B,5-HT2B receptor bound to LSD in complex with heterotrimeric mini-Gq protein obtained by cryo-electron microscopy (cryoEM),2022,
10.6019/empiar-11493,LSD,5-HT2B,5-HT2B receptor bound to LSD in complex with beta-arrestin1 obtained by cryo-electron microscopy (cryoEM),2022,
10.7554/eLife.82641,Ibogaine,SERT (SLC6A4),A mechanism of uncompetitive inhibition of the serotonin transporter,2023,
10.7554/elife.06878.016,DOI,NMDA receptor,Decision letter: Synaptic activity regulates AMPA receptor trafficking through different recycling pathways,2015,
10.7554/elife.06878.016,DOI,AMPA receptor,Decision letter: Synaptic activity regulates AMPA receptor trafficking through different recycling pathways,2015,
10.7554/elife.09693.014,DOI,AMPA receptor,Decision letter: Auxiliary subunits of the CKAMP family differentially modulate AMPA receptor properties,2015,
10.7554/elife.58442.sa0,MDA,M3 muscarinic receptor (CHRM3),"Editor's evaluation: Disentangling bias between Gq, GRK2, and arrestin3 recruitment to the M3 muscarinic acetylcholine receptor",2020,
10.7554/elife.58442.sa0,DOI,M3 muscarinic receptor (CHRM3),"Editor's evaluation: Disentangling bias between Gq, GRK2, and arrestin3 recruitment to the M3 muscarinic acetylcholine receptor",2020,
10.7554/elife.58442.sa1,MDA,M3 muscarinic receptor (CHRM3),"Decision letter: Disentangling bias between Gq, GRK2, and arrestin3 recruitment to the M3 muscarinic acetylcholine receptor",2020,
10.7554/elife.58442.sa1,DOI,M3 muscarinic receptor (CHRM3),"Decision letter: Disentangling bias between Gq, GRK2, and arrestin3 recruitment to the M3 muscarinic acetylcholine receptor",2020,
10.7554/elife.77645.sa0,DOI,NMDA receptor,Editor's evaluation: Excitatory and inhibitory D-serine binding to the NMDA receptor,2022,
10.7554/elife.83477.sa0,DOI,M4 muscarinic receptor (CHRM4),Editor's evaluation: Pharmacological hallmarks of allostery at the M4 muscarinic receptor elucidated through structure and dynamics,2022,
10.7554/elife.83477.sa1,DOI,M4 muscarinic receptor (CHRM4),Decision letter: Pharmacological hallmarks of allostery at the M4 muscarinic receptor elucidated through structure and dynamics,2022,
10.7554/elife.91973.1.sa1,MDMA,VMAT2 (SLC18A2),Reviewer #2 (Public Review): Structural Mechanisms for VMAT2 inhibition by tetrabenazine,2023,
10.7554/elife.91973.1.sa2,MDMA,VMAT2 (SLC18A2),Reviewer #1 (Public Review): Structural Mechanisms for VMAT2 inhibition by tetrabenazine,2023,
10.1002/cpt.2487,Psilocybin,5-HT2A,"Acute Effects of Psilocybin After Escitalopram or Placebo Pretreatment in a Randomized, Double‐Blind, Placebo‐Controlled, Crossover Study in Healthy Subjects",2021,
10.1002/cpt.2487,Psilocin,5-HT2A,"Acute Effects of Psilocybin After Escitalopram or Placebo Pretreatment in a Randomized, Double‐Blind, Placebo‐Controlled, Crossover Study in Healthy Subjects",2021,
10.1007/978-90-313-9153-0_16,DOET,DAT (SLC6A3),Wat doet er echt toe?,2012,
10.1007/s00213-011-2616-6,5-MeO-DMT,5-HT1A,"Behavioral effects of α,α,β,β-tetradeutero-5-MeO-DMT in rats: comparison with 5-MeO-DMT administered in combination with a monoamine oxidase inhibitor",2012,
10.1007/s00213-011-2616-6,5-MeO-DMT,5-HT2A,"Behavioral effects of α,α,β,β-tetradeutero-5-MeO-DMT in rats: comparison with 5-MeO-DMT administered in combination with a monoamine oxidase inhibitor",2012,
10.1007/s00213-011-2616-6,5-MeO-DMT,5-HT2C,"Behavioral effects of α,α,β,β-tetradeutero-5-MeO-DMT in rats: comparison with 5-MeO-DMT administered in combination with a monoamine oxidase inhibitor",2012,
10.1007/s43440-024-00660-y,Psilocybin,5-HT2A,Psilocybin and the glutamatergic pathway: implications for the treatment of neuropsychiatric diseases,2024,
10.1016/j.molpha.2025.100093,DOI,5-HT2A,"The utility of 2,5-dimethoxy-4-iodoamphetamine for the study of serotonin 2A and 2C receptors",2025,
10.1016/j.neuropharm.2013.01.007,DOI,5-HT2C,"Support for 5-HT2C receptor functional selectivity in vivo utilizing structurally diverse, selective 5-HT2C receptor ligands and the 2,5-dimethoxy-4-iodoamphetamine elicited head-twitch response model",2013,
10.1016/j.neuropharm.2018.06.008,Ketamine,NMDA receptor,Some distorted thoughts about ketamine as a psychedelic and a novel hypothesis based on NMDA receptor-mediated synaptic plasticity,2018,
10.1016/j.neuropharm.2018.06.008,S-ketamine,NMDA receptor,Some distorted thoughts about ketamine as a psychedelic and a novel hypothesis based on NMDA receptor-mediated synaptic plasticity,2018,
10.1016/j.neuropharm.2018.06.008,R-ketamine,NMDA receptor,Some distorted thoughts about ketamine as a psychedelic and a novel hypothesis based on NMDA receptor-mediated synaptic plasticity,2018,
10.1016/j.neuroscience.2004.04.058,Ibogaine,NMDA receptor,"Administration of a non-NMDA antagonist, gyki 52466, increases excitotoxic Purkinje cell degeneration caused by ibogaine",2004,
10.1016/j.pscia.2025.100073,DOM,D3 receptor (DRD3),"D-pinitol modulates the anti-emetic effects of aprepitant, domperidone, and ondansetron in chicks",2025,
10.1016/s0091-3057(97)00451-6,Ibogaine,5-HT2A,Behavioral and Biochemical Evidence for a Nonessential 5-HT2A Component of the Ibogaine-Induced Discriminative Stimulus,1998,
10.1021/acs.jcim.4c02158,LSD,mu opioid receptor (OPRM1),"<i>OpenMMDL</i> - Simplifying the Complex: Building, Simulating, and Analyzing Protein–Ligand Systems in <i>OpenMM</i>",2025,
10.1021/acs.jmedchem.5c02045,Psilocybin,5-HT2A,Structure-Guided Design of Novel 5-HT <sub>2A</sub> Partial Agonists as Psychedelic Analogues with Antidepressant Effects,2025,
10.1021/acschemneuro.5c00468,MDMA,SERT (SLC6A4),Dual Modulation of 5-HT <sub>2A</sub> Receptors and SERT by α-Ethyltryptamine and Its Optical Isomers,2025,
10.1021/acschemneuro.5c00468,DOI,SERT (SLC6A4),Dual Modulation of 5-HT <sub>2A</sub> Receptors and SERT by α-Ethyltryptamine and Its Optical Isomers,2025,
10.1021/acsomega.0c05099,DMT,NET (SLC6A2),Synthesis and Characterization of 5-MeO-DMT Succinate for Clinical Use,2020,
10.1021/acsomega.0c05099,5-MeO-DMT,NET (SLC6A2),Synthesis and Characterization of 5-MeO-DMT Succinate for Clinical Use,2020,
10.1021/acsptsci.2c00177,Psilocybin,5-HT1A,"Structure–Activity Relationships for Psilocybin, Baeocystin, Aeruginascin, and Related Analogues to Produce Pharmacological Effects in Mice",2022,
10.1021/acsptsci.2c00177,Psilocin,5-HT1A,"Structure–Activity Relationships for Psilocybin, Baeocystin, Aeruginascin, and Related Analogues to Produce Pharmacological Effects in Mice",2022,
10.1021/acsptsci.2c00177,DMT,5-HT1A,"Structure–Activity Relationships for Psilocybin, Baeocystin, Aeruginascin, and Related Analogues to Produce Pharmacological Effects in Mice",2022,
10.1038/s41380-025-03308-2,DMT,5-HT1A,"Neuropharmacology of halogenated DMT analogs: psychoplastogenic and antidepressant properties of 5-Br-DMT, a psychedelic derivative with low hallucinogenic potential",2025,
10.1038/s41380-025-03308-2,DMT,SERT (SLC6A4),"Neuropharmacology of halogenated DMT analogs: psychoplastogenic and antidepressant properties of 5-Br-DMT, a psychedelic derivative with low hallucinogenic potential",2025,
10.1038/s41398-025-03428-x,Psilocybin,NMDA receptor,Synergistic behavioral and neuroplastic effects of psilocybin-NMDAR modulator administration,2025,
10.1038/s41598-020-78595-6,DOI,5-HT2A,Serotonin 2A (5-HT2A) receptor affects cell–matrix adhesion and the formation and maintenance of stress fibers in HEK293 cells,2020,
10.1038/sj.bjp.0706019,DOI,NET (SLC6A2),Locomotor effects of imidazoline I<sub>2</sub>‐site‐specific ligands and monoamine oxidase inhibitors in rats with a unilateral 6‐hydroxydopamine lesion of the nigrostriatal pathway,2004,
10.1093/ijnp/pyaf052.019,Psilocybin,5-HT2A,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER",2025,
10.1093/ijnp/pyaf052.019,Psilocybin,5-HT2B,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER",2025,
10.1093/ijnp/pyaf052.019,Psilocybin,5-HT2C,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER",2025,
10.1093/ijnp/pyaf052.019,Psilocybin,5-HT1A,"204. A NOVEL, NON-HALLUCINOGENIC PSYCHEDELIC FOR THE TREATMENT OF OCD AND TIC DISORDER",2025,
10.1097/FBP.0000000000000623,Ketamine,NMDA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1097/FBP.0000000000000623,Ketamine,AMPA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1097/FBP.0000000000000623,S-ketamine,NMDA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1097/FBP.0000000000000623,S-ketamine,AMPA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1097/FBP.0000000000000623,R-ketamine,NMDA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1097/FBP.0000000000000623,R-ketamine,AMPA receptor,Subanesthetic ketamine with an AMPAkine attenuates motor impulsivity in rats,2021,
10.1101/2022.01.19.476767,MDMA,NMDA receptor,Behavioral and neurochemical effects of novel N-Benzyl-2-phenylethylamine derivatives in adult zebrafish,2022,
10.1101/2022.01.19.476767,Ketamine,NMDA receptor,Behavioral and neurochemical effects of novel N-Benzyl-2-phenylethylamine derivatives in adult zebrafish,2022,
10.1101/2022.01.19.476767,S-ketamine,NMDA receptor,Behavioral and neurochemical effects of novel N-Benzyl-2-phenylethylamine derivatives in adult zebrafish,2022,
10.1101/2022.01.19.476767,R-ketamine,NMDA receptor,Behavioral and neurochemical effects of novel N-Benzyl-2-phenylethylamine derivatives in adult zebrafish,2022,
10.1101/2023.11.07.566121,Ketamine,SERT (SLC6A4),"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2023.11.07.566121,Ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2023.11.07.566121,S-ketamine,SERT (SLC6A4),"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2023.11.07.566121,S-ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2023.11.07.566121,R-ketamine,SERT (SLC6A4),"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2023.11.07.566121,R-ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not inhibit SERT like SSRIs, but causes behavioral changes mediated by glutamate and serotonin receptors",2023,
10.1101/2025.02.13.638096,Ketamine,NMDA receptor,"Nitrous oxide modulates cortical activity, wake–sleep oscillations, and produces antidepressant-like effects in mice",2025,
10.1101/2025.02.13.638096,S-ketamine,NMDA receptor,"Nitrous oxide modulates cortical activity, wake–sleep oscillations, and produces antidepressant-like effects in mice",2025,
10.1101/2025.02.13.638096,R-ketamine,NMDA receptor,"Nitrous oxide modulates cortical activity, wake–sleep oscillations, and produces antidepressant-like effects in mice",2025,
10.1111/jnc.16070,Ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not block serotonin reuptake, but causes complex behavioral changes mediated by glutamate and serotonin receptors",2024,
10.1111/jnc.16070,S-ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not block serotonin reuptake, but causes complex behavioral changes mediated by glutamate and serotonin receptors",2024,
10.1111/jnc.16070,R-ketamine,NMDA receptor,"Microdosing ketamine in <i>Drosophila</i> does not block serotonin reuptake, but causes complex behavioral changes mediated by glutamate and serotonin receptors",2024,
10.1126/sciadv.abh2399,Psilocybin,mGluR2 (GRM2),Psilocybin targets a common molecular mechanism for cognitive impairment and increased craving in alcoholism,2021,
10.1158/1538-7445.am2026-1238,Ketamine,NMDA receptor,"Abstract 1238: Ketamir-2, a novel oral ketamine analogue for chemotherapy-induced peripheral neuropathy.",2026,
10.1158/1538-7445.am2026-1238,S-ketamine,NMDA receptor,"Abstract 1238: Ketamir-2, a novel oral ketamine analogue for chemotherapy-induced peripheral neuropathy.",2026,
10.1158/1538-7445.am2026-1238,R-ketamine,NMDA receptor,"Abstract 1238: Ketamir-2, a novel oral ketamine analogue for chemotherapy-induced peripheral neuropathy.",2026,
10.1177/1535370214549531,Ketamine,NMDA receptor,Repeated ketamine administration alters<i>N</i>-methyl-<scp>d</scp>-aspartic acid receptor subunit gene expression: Implication of genetic vulnerability for ketamine abuse and ketamine psychosis in humans,2014,
10.1177/1535370214549531,S-ketamine,NMDA receptor,Repeated ketamine administration alters<i>N</i>-methyl-<scp>d</scp>-aspartic acid receptor subunit gene expression: Implication of genetic vulnerability for ketamine abuse and ketamine psychosis in humans,2014,
10.1177/1535370214549531,R-ketamine,NMDA receptor,Repeated ketamine administration alters<i>N</i>-methyl-<scp>d</scp>-aspartic acid receptor subunit gene expression: Implication of genetic vulnerability for ketamine abuse and ketamine psychosis in humans,2014,
10.1211/0022357044346,DOI,5-HT1A,Cloned human 5-HT1A receptor pharmacology determined using agonist binding and measurement of cAMP accumulation,2004,
10.1254/jphs.12r08cp,LSD,Sigma-1 receptor (SIGMAR1),Discriminative Stimulus Effects of Hallucinogenic Drugs: a Possible Relation to Reinforcing and Aversive Effects,2012,
10.1254/jphs.12r08cp,MDMA,Sigma-1 receptor (SIGMAR1),Discriminative Stimulus Effects of Hallucinogenic Drugs: a Possible Relation to Reinforcing and Aversive Effects,2012,
10.1254/jphs.12r08cp,Ketamine,Sigma-1 receptor (SIGMAR1),Discriminative Stimulus Effects of Hallucinogenic Drugs: a Possible Relation to Reinforcing and Aversive Effects,2012,
10.1254/jphs.12r08cp,S-ketamine,Sigma-1 receptor (SIGMAR1),Discriminative Stimulus Effects of Hallucinogenic Drugs: a Possible Relation to Reinforcing and Aversive Effects,2012,
10.1254/jphs.12r08cp,R-ketamine,Sigma-1 receptor (SIGMAR1),Discriminative Stimulus Effects of Hallucinogenic Drugs: a Possible Relation to Reinforcing and Aversive Effects,2012,
10.14232/phd.10730,DMT,Sigma-1 receptor (SIGMAR1),The pharmacological suppression of spreading depolarization in ischemic neuroprotection,2020,
10.1523/jneurosci.0903-15.2015,Ketamine,NMDA receptor,Evidence that Subanesthetic Doses of Ketamine Cause Sustained Disruptions of NMDA and AMPA-Mediated Frontoparietal Connectivity in Humans,2015,
10.1523/jneurosci.0903-15.2015,Ketamine,AMPA receptor,Evidence that Subanesthetic Doses of Ketamine Cause Sustained Disruptions of NMDA and AMPA-Mediated Frontoparietal Connectivity in Humans,2015,
10.1523/jneurosci.0903-15.2015,S-ketamine,NMDA receptor,Evidence that Subanesthetic Doses of Ketamine Cause Sustained Disruptions of NMDA and AMPA-Mediated Frontoparietal Connectivity in Humans,2015,
10.1523/jneurosci.0903-15.2015,S-ketamine,AMPA receptor,Evidence that Subanesthetic Doses of Ketamine Cause Sustained Disruptions of NMDA and AMPA-Mediated Frontoparietal Connectivity in Humans,2015,
