# Deterministic prescreen retained queue for mechanistic generated at 2026-05-19T07:31:34.184747+00:00
# doi,compound,target_or_disorder,optional_study_title,optional_study_year,optional_authors,optional_study_journal,optional_publication_type,optional_trial_registry_ids,optional_publication_date,optional_journal_issn,optional_journal_eissn,optional_publisher,optional_mesh_terms,optional_keywords,optional_funders,optional_grant_ids,optional_related_dois,optional_publication_relations,optional_is_retracted,optional_has_correction,optional_language,optional_semantic_scholar_id
10.1002/1873-3468.15099,,,"Molecular insights into the modulation of the 5
                    <scp>HT</scp>
                    <sub>
                      2
                      <scp>A</scp>
                    </sub>
                    receptor by serotonin, psilocin, and the G protein subunit Gqα",2025,Niklas Viohl; Ali Asghar Hakami Zanjani; Himanshu Khandelia,FEBS Letters,journal-article,,2025-01-26,0014-5793,1873-3468,Wiley,"Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / metabolism | GTP-Binding Protein alpha Subunits, Gq-G11 / chemistry | Molecular Dynamics Simulation | Serotonin / chemistry | Serotonin / metabolism | Serotonin / pharmacology | Humans | Psilocybin / analogs & derivatives | Psilocybin / chemistry | Psilocybin / pharmacology | Psilocybin / metabolism | Protein Binding | Ligands | Protein Conformation | Binding Sites",5HT2AR | G protein‐coupled receptors | free energy calculations | molecular dynamics simulations | psilocin | psychedelics,Novo Nordisk Fonden | Lundbeck Foundation,NNF18OC0032608 | NNF18OC0034936 | R344-2020-1023,,,,,eng,
10.1016/j.neuropharm.2011.01.017,,,Multiple receptors contribute to the behavioral effects of indoleamine hallucinogens,2011,Adam L. Halberstadt; Mark A. Geyer,Neuropharmacology,journal-article,,2011-01-24,0028-3908,1873-7064,Elsevier BV,"Animals | Behavior / drug effects | Behavior, Animal / drug effects | Hallucinogens / chemistry | Hallucinogens / toxicity | Humans | Lysergic Acid Diethylamide / chemistry | Lysergic Acid Diethylamide / toxicity | Nerve Tissue Proteins / agonists | Nerve Tissue Proteins / antagonists & inhibitors | Nerve Tissue Proteins / metabolism | Neurons / drug effects | Neurons / metabolism | Phenethylamines / chemistry | Phenethylamines / toxicity | Presynaptic Terminals / drug effects | Presynaptic Terminals / metabolism | Psilocybin / chemistry | Psilocybin / toxicity | Receptor, Serotonin, 5-HT2A / metabolism | Receptors, Serotonin / metabolism | Serotonin Receptor Agonists / chemistry | Serotonin Receptor Agonists / toxicity | Serotonin Syndrome / chemically induced | Serotonin Syndrome / metabolism | Selective Serotonin Reuptake Inhibitors / toxicity | Synaptic Transmission / drug effects",,NIDA NIH HHS,F32 DA025412 | R01 DA002925 | F32DA025412 | R01DA002925,,,,,eng,
10.1016/j.neuropharm.2011.01.018,,,Serotonin transporter and memory,2011,Alfredo Meneses; Georgina Perez-Garcia; Teresa Ponce-Lopez; Ruth Tellez; Carlos Castillo,Neuropharmacology,journal-article,,2011-01-28,0028-3908,1873-7064,Elsevier BV,Alzheimer Disease / drug therapy | Alzheimer Disease / metabolism | Amnesia / drug therapy | Amnesia / metabolism | Animals | Humans | Memory / drug effects | Memory Disorders / metabolism | Nerve Tissue Proteins / agonists | Nerve Tissue Proteins / antagonists & inhibitors | Nerve Tissue Proteins / genetics | Nerve Tissue Proteins / metabolism | Neurons / drug effects | Neurons / metabolism | Serotonin / metabolism | Serotonin Agents / pharmacology | Serotonin Plasma Membrane Transport Proteins / genetics | Serotonin Plasma Membrane Transport Proteins / metabolism,,,,,,,,eng,
10.1016/j.neuropharm.2011.02.006,,,"An animal model of schizophrenia based on chronic LSD administration: Old idea, new results",2011,Danuta Marona-Lewicka; Charles D. Nichols; David E. Nichols,Neuropharmacology,journal-article,,2011-02-24,0028-3908,1873-7064,Elsevier BV,"Akathisia, Drug-Induced / etiology | Animals | Antipsychotic Agents / therapeutic use | Behavior, Animal / drug effects | DNA-Binding Proteins / genetics | DNA-Binding Proteins / metabolism | Disease Models, Animal | Dopamine Agonists / administration & dosage | Dopamine Agonists / toxicity | Gene Expression Regulation / drug effects | Lysergic Acid Diethylamide / administration & dosage | Lysergic Acid Diethylamide / toxicity | Male | Motor Activity / drug effects | Nerve Tissue Proteins / genetics | Nerve Tissue Proteins / metabolism | Psychotic Disorders / drug therapy | Psychotic Disorders / metabolism | Psychotic Disorders / physiopathology | RNA, Messenger / metabolism | Random Allocation | Rats | Rats, Sprague-Dawley | Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2C / genetics | Receptor, Serotonin, 5-HT2C / metabolism | Receptors, Dopamine D2 / agonists | Receptors, Dopamine D2 / genetics | Receptors, Dopamine D2 / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, Steroid / genetics | Receptors, Steroid / metabolism | Receptors, Thyroid Hormone / genetics | Receptors, Thyroid Hormone / metabolism | Schizophrenia / drug therapy | Schizophrenia / metabolism | Schizophrenia / physiopathology | Serotonin 5-HT2 Receptor Agonists / administration & dosage | Serotonin 5-HT2 Receptor Agonists / toxicity",,NIDA NIH HHS | NIMH NIH HHS,R01 DA002189 | DA02189 | MH083689 | R01 MH083689 | R56 DA002189,,,,,eng,
10.1016/j.neuropharm.2011.03.028,,,High concentrations of MDMA (‘ecstasy’) and its metabolite MDA inhibit calcium influx and depolarization-evoked vesicular dopamine release in PC12 cells,2011,Laura Hondebrink; Jan Meulenbelt; Marieke Meijer; Martin van den Berg; Remco H.S. Westerink,Neuropharmacology,journal-article,,2011-04-15,0028-3908,1873-7064,Elsevier BV,"3,4-Methylenedioxyamphetamine / administration & dosage | 3,4-Methylenedioxyamphetamine / metabolism | Animals | Calcium / antagonists & inhibitors | Calcium / metabolism | Cell Survival / drug effects | Cell Survival / physiology | Dopamine / metabolism | Exocytosis / drug effects | Exocytosis / physiology | N-Methyl-3,4-methylenedioxyamphetamine / administration & dosage | N-Methyl-3,4-methylenedioxyamphetamine / metabolism | PC12 Cells | Rats | Synaptic Vesicles / drug effects | Synaptic Vesicles / metabolism",,,,,,,,eng,
10.1016/j.neuropharm.2011.05.023,,,Functional crosstalk and heteromerization of serotonin 5-HT2A and dopamine D2 receptors,2011,Laura Albizu; Terrell Holloway; Javier González-Maeso; Stuart C. Sealfon,Neuropharmacology,journal-article,,2011-06-03,0028-3908,1873-7064,Elsevier BV,"Animals | Cells, Cultured | Dopamine Antagonists / pharmacology | Dopamine D2 Receptor Antagonists | HEK293 Cells | Humans | Male | Mice | Mice, 129 Strain | Mice, Knockout | Protein Multimerization / physiology | Receptor Cross-Talk / physiology | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2A / physiology | Receptors, Dopamine D2 / metabolism | Receptors, Dopamine D2 / physiology | Serotonin 5-HT2 Receptor Agonists / pharmacology",,NIDA NIH HHS | NIMH NIH HHS,P01 DA012923 | R01 MH084894,,,,,eng,
10.1016/j.neuropharm.2011.07.002,,,Chronic administration of THC prevents the behavioral effects of intermittent adolescent MDMA administration and attenuates MDMA-induced hyperthermia and neurotoxicity in rats,2011,Erica Y. Shen; Syed F. Ali; Jerrold S. Meyer,Neuropharmacology,journal-article,,2011-07-19,0028-3908,1873-7064,Elsevier BV,"Adrenergic Uptake Inhibitors / adverse effects | Age Factors | Analysis of Variance | Animals | Animals, Newborn | Behavior, Animal / drug effects | Body Temperature / drug effects | Body Weight / drug effects | Brain / drug effects | Brain / metabolism | Disease Models, Animal | Dronabinol / administration & dosage | Drug Administration Schedule | Exploratory Behavior / drug effects | Fever / chemically induced | Fever / prevention & control | Hydroxyindoleacetic Acid / metabolism | Interpersonal Relations | Male | N-Methyl-3,4-methylenedioxyamphetamine / adverse effects | Neurotoxicity Syndromes / etiology | Neurotoxicity Syndromes / pathology | Neurotoxicity Syndromes / prevention & control | Protein Binding / drug effects | Psychotropic Drugs / administration & dosage | Rats | Rats, Sprague-Dawley | Reaction Time / drug effects | Serotonin / metabolism",,NIDA NIH HHS | NIMH NIH HHS,R03 DA025839 | T32 MH020051 | 5T32 MH020051,,,,,eng,
10.1016/j.neuropharm.2012.01.010,,,Heterocomplex formation of 5-HT2A-mGlu2 and its relevance for cellular signaling cascades,2012,Hannah K. Delille; Judith M. Becker; Sabrina Burkhardt; Barbara Bleher; Georg C. Terstappen; Martin Schmidt; Axel H. Meyer; Liliane Unger; Gerard J. Marek; Mario Mezler,Neuropharmacology,journal-article,,2012-01-30,0028-3908,1873-7064,Elsevier BV,"Animals | Cells, Cultured | Cerebral Cortex / cytology | Cerebral Cortex / physiology | HEK293 Cells | Humans | Protein Multimerization / drug effects | Protein Multimerization / physiology | Rats | Rats, Wistar | Receptor Cross-Talk / physiology | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2A / physiology | Receptors, Metabotropic Glutamate / agonists | Receptors, Metabotropic Glutamate / antagonists & inhibitors | Receptors, Metabotropic Glutamate / metabolism | Receptors, Metabotropic Glutamate / physiology | Signal Transduction / drug effects | Signal Transduction / physiology",,,,,,,,eng,
10.1016/j.neuropharm.2013.01.001,,,Long-lasting changes in hippocampal synaptic plasticity and cognition in an animal model of NMDA receptor dysfunction in psychosis,2013,Valentina Wiescholleck; Denise Manahan-Vaughan,Neuropharmacology,journal-article,,2013-01-31,0028-3908,1873-7064,Elsevier BV,"Animals | Cognition / drug effects | Cognition / physiology | Disease Models, Animal | Dizocilpine Maleate | Hippocampus / drug effects | Hippocampus / physiology | Models, Molecular | Models, Neurological | Neuronal Plasticity / drug effects | Neuronal Plasticity / physiology | Psychoses, Substance-Induced / physiopathology | Receptors, N-Methyl-D-Aspartate / physiology | Time Factors",Animal model | Dizocilpine | Hippocampus | LTP | MK801 | Psychosis | Schizophrenia,,,,,,,eng,
10.1016/j.neuropharm.2013.04.026,,,Identification of an allosteric modulator of the serotonin transporter with novel mechanism of action,2013,Sandhya Kortagere; Andreia Cristina Karklin Fontana; Deja Renée Rose; Ole Valente Mortensen,Neuropharmacology,journal-article,,2013-04-28,0028-3908,1873-7064,Elsevier BV,"Allosteric Regulation / drug effects | Allosteric Regulation / genetics | Animals | Binding Sites / drug effects | Binding Sites / genetics | COS Cells | Chlorocebus aethiops | Computer Simulation | Dopamine / metabolism | Dopamine Plasma Membrane Transport Proteins / genetics | Dopamine Uptake Inhibitors / pharmacology | Humans | Methamphetamine / pharmacology | Models, Molecular | Mutagenesis / genetics | N-Methyl-3,4-methylenedioxyamphetamine / pharmacology | Protein Binding / drug effects | Protein Binding / genetics | Protein Structure, Tertiary / drug effects | Serotonin / metabolism | Serotonin Agents / pharmacology | Serotonin Plasma Membrane Transport Proteins / chemistry | Serotonin Plasma Membrane Transport Proteins / genetics | Serotonin Plasma Membrane Transport Proteins / metabolism | Transfection | Tritium / metabolism",,,,,,,,eng,
10.1016/j.neuropharm.2013.04.051,,,Molecular and behavioral pharmacology of two novel orally-active 5HT2 modulators: Potential utility as antipsychotic medications,2013,Drake Morgan; Krishnakanth Kondabolu; Allison Kuipers; Rajeev Sakhuja; Kimberly L. Robertson; Neil E. Rowland; Raymond G. Booth,Neuropharmacology,journal-article,,2013-05-09,0028-3908,1873-7064,Elsevier BV,"Amphetamines / pharmacology | Animals | Antipsychotic Agents / pharmacology | Cell Line, Transformed | Dose-Response Relationship, Drug | Ergolines / pharmacokinetics | Food Preferences / drug effects | Food Preferences / physiology | Glycolates / pharmacology | Head Movements / drug effects | Humans | Ketanserin / pharmacokinetics | Mice | Mice, Inbred C57BL | Motor Activity / drug effects | Motor Activity / physiology | Protein Binding / drug effects | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / metabolism | Receptor, Serotonin, 5-HT2B / metabolism | Serotonin Antagonists / pharmacokinetics | Serotonin Receptor Agonists / pharmacology | Tritium / pharmacokinetics",,NIMH NIH HHS | NIDA NIH HHS,MH081193 | R01 DA030989 | DA030989 | R01 DA023928 | R01 MH081193,,,,,eng,
10.1016/j.neuropharm.2013.06.021,,,The response of juxtacellular labeled GABA interneurons in the basolateral amygdaloid nucleus anterior part to 5-HT2A/2C receptor activation is decreased in rats with 6-hydroxydopamine lesions,2013,Yi-Na Sun; Li-Bo Li; Qiao-Jun Zhang; Yan-Ping Hui; Yong Wang; Li Zhang; Li Chen; Ling-Na Han; Yuan Guo; Jian Liu,Neuropharmacology,journal-article,,2013-07-01,0028-3908,1873-7064,Elsevier BV,"Action Potentials / drug effects | Action Potentials / physiology | Aminopyridines / pharmacology | Amphetamines / administration & dosage | Amphetamines / antagonists & inhibitors | Amphetamines / pharmacology | Amygdala / drug effects | Amygdala / metabolism | Amygdala / physiology | Animals | GABA-A Receptor Antagonists / pharmacology | GABAergic Neurons / drug effects | GABAergic Neurons / physiology | Glutamate Decarboxylase / biosynthesis | Indoles / pharmacology | Interneurons / drug effects | Interneurons / physiology | Male | Microinjections | Oxidopamine / administration & dosage | Oxidopamine / toxicity | Picrotoxin / analogs & derivatives | Picrotoxin / pharmacology | Rats | Receptor, Serotonin, 5-HT2A / biosynthesis | Receptor, Serotonin, 5-HT2A / drug effects | Receptor, Serotonin, 5-HT2A / physiology | Receptor, Serotonin, 5-HT2C / drug effects | Receptor, Serotonin, 5-HT2C / physiology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Serotonin 5-HT2 Receptor Antagonists / pharmacology | Sesterterpenes | Substantia Nigra / drug effects | Substantia Nigra / physiology",5-HT(2A) receptor | Basolateral amygdaloid nucleus | GABA interneurons | In vivo electrophysiology | Juxtacellular labeling | Parkinson's disease,,,,,,,eng,
10.1016/j.neuropharm.2013.10.021,,,Expression of 5-HT2A receptors in prefrontal cortex pyramidal neurons projecting to nucleus accumbens. Potential relevance for atypical antipsychotic action,2013,Giuseppe Mocci; Laura Jiménez-Sánchez; Albert Adell; Roser Cortés; Francesc Artigas,Neuropharmacology,journal-article,,2013-11-07,0028-3908,1873-7064,Elsevier BV,"Amphetamines / pharmacology | Animals | Antipsychotic Agents / pharmacology | Glutamic Acid / metabolism | In Situ Hybridization | Male | Microdialysis | Neural Pathways / anatomy & histology | Neural Pathways / drug effects | Neural Pathways / metabolism | Neuroanatomical Tract-Tracing Techniques | Nucleus Accumbens / anatomy & histology | Nucleus Accumbens / drug effects | Nucleus Accumbens / metabolism | Prefrontal Cortex / anatomy & histology | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | Pyramidal Cells / cytology | Pyramidal Cells / drug effects | Pyramidal Cells / metabolism | RNA, Messenger | Rats | Rats, Wistar | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin 5-HT2 Receptor Agonists / pharmacology",Atypical antipsychotics | Dopamine | Mesolimbic pathway | Pyramidal neurons | Schizophrenia | Serotonin receptors,,,,,,,eng,
10.1016/j.neuropharm.2014.02.006,,,"N-acetylcysteine modulates hallucinogenic 5-HT2A receptor agonist-mediated responses: Behavioral, molecular, and electrophysiological studies",2014,Mei-Yi Lee; Chun-Cheng Chiang; Hong-Yi Chiu; Ming-Huan Chan; Hwei-Hsien Chen,Neuropharmacology,journal-article,,2014-02-15,0028-3908,1873-7064,Elsevier BV,"Acetylcysteine / therapeutic use | Action Potentials / drug effects | Amino Acids / pharmacology | Amphetamines / toxicity | Animals | Benzoates / pharmacology | Bicuculline / pharmacology | Disease Models, Animal | Dose-Response Relationship, Drug | Drug Interactions | Early Growth Response Protein 2 / metabolism | Excitatory Amino Acid Antagonists / pharmacology | Free Radical Scavengers / therapeutic use | GABA-A Receptor Antagonists / pharmacology | Glycine / analogs & derivatives | Glycine / pharmacology | Hallucinations / chemically induced | Hallucinations / drug therapy | Hallucinogens / toxicity | Male | Mice | Proto-Oncogene Proteins c-fos / metabolism | Receptors, Metabotropic Glutamate / metabolism | Xanthenes / pharmacology",5-HT(2A) receptor | Head twitch | N-acetylcysteine | mGluR2 receptor,,,,,,,eng,
10.1016/j.neuropharm.2014.03.003,,,Pharmacological modulation of abnormal involuntary DOI-induced head twitch response in male DBA/2J mice: I. Effects of D2/D3 and D2 dopamine receptor selective compounds,2014,Claudia Rangel-Barajas; Maninder Malik; Suwanna Vangveravong; Robert H. Mach; Robert R. Luedtke,Neuropharmacology,journal-article,,2014-03-26,0028-3908,1873-7064,Elsevier BV,"Amphetamines / toxicity | Animals | Antipsychotic Agents / pharmacology | Behavior, Animal / drug effects | Dopamine D2 Receptor Antagonists / pharmacokinetics | Dopamine D2 Receptor Antagonists / pharmacology | Drug Tolerance | Male | Mice | Mice, Inbred C57BL | Mice, Inbred DBA | Receptors, Dopamine D3 / antagonists & inhibitors | Serotonin 5-HT2 Receptor Agonists / toxicity",5-HT2 serotonin receptor agonist | Antipsychotics and psychiatric disorders | D2 dopamine receptors | DOI | Head twitch response,NINDS NIH HHS,R21/R33NS050658-01A1,,,,,eng,
10.1016/j.neuropharm.2014.07.008,,,Enhancing ketamine translational pharmacology via receptor occupancy normalization,2014,Christopher L. Shaffer; Sarah M. Osgood; Deborah L. Smith; JianHua Liu; Patrick E. Trapa,Neuropharmacology,journal-article,,2014-07-23,0028-3908,1873-7064,Elsevier BV,"Animals | Depression / drug therapy | Depression / physiopathology | Dizocilpine Maleate / pharmacokinetics | Excitatory Amino Acid Antagonists / pharmacokinetics | Excitatory Amino Acid Antagonists / pharmacology | Ketamine / analogs & derivatives | Ketamine / pharmacokinetics | Ketamine / pharmacology | Macaca fascicularis | Male | Memory / drug effects | Memory / physiology | Rats | Rats, Sprague-Dawley | Receptors, N-Methyl-D-Aspartate / metabolism | Species Specificity | Tritium",Cognitive disruption | Depression | Ketamine | N-methyl-d-aspartate receptor | Receptor occupancy | Schizophrenia,,,,,,,eng,
10.1016/j.neuropharm.2014.08.002,,,Metaplastic effects of subanesthetic ketamine on CA1 hippocampal function,2014,Yukitoshi Izumi; Charles F. Zorumski,Neuropharmacology,journal-article,,2014-08-13,0028-3908,1873-7064,Elsevier BV,"Animals | CA1 Region, Hippocampal / drug effects | CA1 Region, Hippocampal / physiology | Dendrites / drug effects | Dendrites / physiology | Dose-Response Relationship, Drug | Excitatory Amino Acid Antagonists / pharmacology | Excitatory Postsynaptic Potentials / drug effects | Excitatory Postsynaptic Potentials / physiology | Ketamine / pharmacology | Long-Term Potentiation / drug effects | Long-Term Potentiation / physiology | Long-Term Synaptic Depression / drug effects | Long-Term Synaptic Depression / physiology | Male | Nitric Oxide / metabolism | Nitric Oxide Synthase / antagonists & inhibitors | Nitric Oxide Synthase / metabolism | Rats, Sprague-Dawley | Receptors, AMPA / metabolism | Receptors, N-Methyl-D-Aspartate / antagonists & inhibitors | Receptors, N-Methyl-D-Aspartate / metabolism | Synapses / drug effects | Synapses / physiology | Tissue Culture Techniques",Memory | Modulation | NMDA receptor | Nitric oxide | Psychosis | Synaptic plasticity,NIAAA NIH HHS | NIMH NIH HHS,R01 AA017413 | R01 MH077791 | AA017413 | MH077791,,,,,eng,
10.1016/j.neuropharm.2015.07.028,,,Two cellular hypotheses explaining the initiation of ketamine's antidepressant actions: Direct inhibition and disinhibition,2015,Oliver H. Miller; Jacqueline T. Moran; Benjamin J. Hall,Neuropharmacology,journal-article,,2015-07-26,0028-3908,1873-7064,Elsevier BV,"Animals | Antidepressive Agents / pharmacology | Antidepressive Agents / therapeutic use | Brain / drug effects | Brain / metabolism | Major Depressive Disorder / metabolism | Major Depressive Disorder / therapy | Depressive Disorder, Treatment-Resistant / metabolism | Depressive Disorder, Treatment-Resistant / therapy | Electroconvulsive Therapy | Excitatory Amino Acid Antagonists / pharmacology | Excitatory Amino Acid Antagonists / therapeutic use | Glutamic Acid / metabolism | Humans | Interneurons / drug effects | Interneurons / metabolism | Ketamine / pharmacology | Ketamine / therapeutic use | Models, Neurological | Neural Inhibition | Neuronal Plasticity | Neurons / drug effects | Neurons / metabolism | Protein Subunits / metabolism | Receptors, AMPA / metabolism | Receptors, N-Methyl-D-Aspartate / metabolism",AMPA receptor | AMPAR | Ambient glutamate | Cortex | Depression | Disinhibition | Folimycin (PubChem CID: 6438151) | GluN2B | Glutamate (PubChem CID: 33032) | Homeostatic synaptic plasticity | Inhibition | Ketamine | Ketamine (PubChem CID: 3821) | MK-801 (PubChem CID: 180081) | Memantine (PubChem CID: 4054) | NBQX (PubChem CID: 3272524) | NMDA receptor | NMDAR | Picrotoxin (PubChem CID: 5360688) | Protein synthesis | Rapamycin (PubChem CID: 5284616) | Riluzole (PubChem CID: 5070) | Ro 25-6981 (PubChem CID: 6604887),NIMH NIH HHS,R01 MH099378 | MH R01 MH099378-01,,,,,eng,
10.1016/j.neuropharm.2015.08.034,,,"Receptor interaction profiles of novel N-2-methoxybenzyl (NBOMe) derivatives of 2,5-dimethoxy-substituted phenethylamines (2C drugs)",2015,Anna Rickli; Dino Luethi; Julian Reinisch; Danièle Buchy; Marius C. Hoener; Matthias E. Liechti,Neuropharmacology,journal-article,,2015-08-25,0028-3908,1873-7064,Elsevier BV,"Animals | Cell Survival / drug effects | Drug Evaluation, Preclinical | HEK293 Cells | Humans | Mice | Molecular Structure | NIH 3T3 Cells | Neurotransmitter Uptake Inhibitors / pharmacology | Phenethylamines / chemistry | Phenethylamines / pharmacology | Protein Binding | Psychotropic Drugs / chemistry | Psychotropic Drugs / pharmacology | Radioligand Assay | Receptor, Serotonin, 5-HT1A / metabolism | Receptors, Serotonin, 5-HT2 / metabolism",Affinity | Hallucinogens | Novel psychoactive substances | Phenethylamines | Receptor,,,,,,,eng,
10.1016/j.neuropharm.2016.01.035,,,The effects of a 5-HT5A receptor antagonist in a ketamine-based rat model of cognitive dysfunction and the negative symptoms of schizophrenia,2016,Agnieszka Nikiforuk; Małgorzata Hołuj; Tomasz Kos; Piotr Popik,Neuropharmacology,journal-article,,2016-01-28,0028-3908,1873-7064,Elsevier BV,"Animals | Choice Behavior / drug effects | Cognitive Dysfunction / chemically induced | Cognitive Dysfunction / drug therapy | Cognitive Dysfunction / psychology | Excitatory Amino Acid Antagonists | Interpersonal Relations | Ketamine | Male | Nootropic Agents / pharmacology | Rats | Rats, Sprague-Dawley | Receptors, Serotonin / drug effects | Recognition, Psychology / drug effects | Schizophrenia / chemically induced | Schizophrenia / drug therapy | Schizophrenic Psychology | Serotonin Antagonists / pharmacology | Social Behavior",5-HT(5A) receptor | Animal models | Asociality | Cognition | Cognitive flexibility | NMDA receptor,,,,,,,eng,
10.1016/j.neuropharm.2017.01.034,,,Receptor-stimulated transamidation induces activation of Rac1 and Cdc42 and the regulation of dendritic spines,2017,Zhen Mi; Tuda Si; Khushboo Kapadia; Qian Li; Nancy A. Muma,Neuropharmacology,journal-article,,2017-02-02,0028-3908,1873-7064,Elsevier BV,"Amphetamines / pharmacology | Animals | Dendritic Spines / physiology | Humans | Mice | Primary Cell Culture | Receptor, Serotonin, 5-HT2A / physiology | Serotonin 5-HT2 Receptor Agonists / pharmacology | Transglutaminases / metabolism | Transglutaminases / physiology | cdc42 GTP-Binding Protein / metabolism | rac1 GTP-Binding Protein / metabolism | rhoA GTP-Binding Protein / metabolism",Muscarinic receptors | NMDA receptors | Serotonin 2A/2C receptors | Serotonylation | Transglutaminase,NIGMS NIH HHS | NIMH NIH HHS,P20 GM103418 | R01 MH068612,,,,,eng,
10.1016/j.neuropharm.2017.11.049,,,The serotonin hallucinogen 5-MeO-DMT alters cortico-thalamic activity in freely moving mice: Regionally-selective involvement of 5-HT1A and 5-HT2A receptors,2017,Maurizio S. Riga; Laia Lladó-Pelfort; Francesc Artigas; Pau Celada,Neuropharmacology,journal-article,,2017-12-06,0028-3908,1873-7064,Elsevier BV,"Animals | Brain Waves / drug effects | Brain Waves / physiology | Hallucinogens / pharmacology | Male | Methoxydimethyltryptamines / pharmacology | Mice, Inbred C57BL | Mice, Knockout | Piperazines / pharmacology | Prefrontal Cortex / drug effects | Prefrontal Cortex / metabolism | Pyridines / pharmacology | Receptor, Serotonin, 5-HT1A / genetics | Receptor, Serotonin, 5-HT1A / metabolism | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin Antagonists / pharmacology | Serotonin Receptor Agonists / pharmacology | Thalamus / drug effects | Thalamus / metabolism | Visual Cortex / drug effects | Visual Cortex / metabolism",5-HT(1A) receptor | 5-HT(2A) receptor | 5-MeO-DMT | Cortico-thalamic activity | Serotonin hallucinogens,,,,,,,eng,
