action_reason,authors,best_pdf_url,contexts,funders,grant_ids,has_correction,is_retracted,journal_eissn,journal_issn,keywords,language,library_status,mesh_terms,metadata_lookup_error,metadata_lookup_warnings,metadata_missing_reason,metadata_provider,metadata_provider_chain,open_access_is_oa,open_access_status,paper_metadata_schema_version,pdf_download_selected_url,pdf_download_status,pdf_local_path,pdf_url_candidates,pmc_europepmc_pdf_url,pmc_oa_checked,pmc_oa_license,pmc_oa_pdf_url,publication_date,publication_relations,publication_type,publisher,related_dois,semantic_scholar_id,study_doi,study_journal,study_title,study_year,trial_registry_ids,unpaywall_best_pdf_url,unpaywall_checked,unpaywall_oa_status,unpaywall_pdf_url_candidates
closed_or_unknown_access,Michael R. Braden; Jason C. Parrish; John C. Naylor; David E. Nichols,,2C-B -> 5-HT2A | N-benzyl phenethylamines -> 5-HT2A,NIDA NIH HHS,DA02189,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Cell Line | Cricetinae | Humans | Hydrolysis | Mice | Models, Molecular | Phenethylamines / pharmacology | Phenylalanine / metabolism | Phosphatidylinositols / metabolism | Rats | Receptor, Serotonin, 5-HT2A / chemistry | Receptor, Serotonin, 5-HT2A / metabolism | Serotonin 5-HT2 Receptor Agonists | Serotonin Receptor Agonists / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2006-09-26,,journal-article,Elsevier BV,,,10.1124/mol.106.028720,Molecular Pharmacology,Molecular Interaction of Serotonin 5-HT2A Receptor Residues Phe339(6.51) and Phe340(6.52) with Superpotent N-Benzyl Phenethylamine Agonists,2006,,,true,closed,
closed_or_unknown_access,Tod Steinfeld; Mathai Mammen; Jacqueline A.M. Smith; Richard D. Wilson; Jeffrey R. Jasper,,M2 muscarinic receptor (CHRM2),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Site | Animals | Benzeneacetamides / metabolism | CHO Cells | Cricetinae | Cricetulus | Dose-Response Relationship, Drug | Ligands | Muscarinic Antagonists / metabolism | N-Methylscopolamine / metabolism | Obidoxime Chloride / pharmacology | Piperidines / metabolism | Radioligand Assay | Receptor, Muscarinic M2 / chemistry | Receptor, Muscarinic M2 / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2007-05-09,,journal-article,Elsevier BV,,,10.1124/mol.106.033746,Molecular Pharmacology,A Novel Multivalent Ligand That Bridges the Allosteric and Orthosteric Binding Sites of the M2 Muscarinic Receptor,2007,,,true,closed,
closed_or_unknown_access,Michael R. Braden; David E. Nichols,,Psilocin -> 5-HT2A | Psilocybin -> 5-HT2A | LSD -> 5-HT2A,PHS HHS | NIDA NIH HHS,C06-14499 | DA02189,,,1521-0111,0026-895X,,eng,needs_manual_access,"Amino Acid Sequence | Humans | Hydrogen Bonding | Ligands | Molecular Sequence Data | Receptor, Serotonin, 5-HT2A / genetics | Receptor, Serotonin, 5-HT2A / metabolism | Serine / chemistry | Serine / genetics | Serotonin 5-HT2 Receptor Agonists | Serotonin Receptor Agonists / metabolism | Serotonin Receptor Agonists / pharmacology | Tryptamines / metabolism | Tryptamines / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2007-08-23,,journal-article,Elsevier BV,,,10.1124/mol.107.039255,Molecular Pharmacology,Assessment of the Roles of Serines 5.43(239) and 5.46(242) for Binding and Potency of Agonist Ligands at the Human Serotonin 5-HT2A Receptor,2007,,,true,closed,
closed_or_unknown_access,Dar′ya S. Redka; Luca F. Pisterzi; James W. Wells,,M2 muscarinic receptor (CHRM2),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Regulation | Allosteric Site | Animals | Binding, Competitive | Cell Line | Gallamine Triethiodide / metabolism | Humans | Insecta | Kinetics | Ligands | N-Methylscopolamine / metabolism | Obidoxime Chloride / metabolism | Protein Structure, Quaternary | Receptor, Muscarinic M2 / chemistry | Receptor, Muscarinic M2 / isolation & purification | Receptor, Muscarinic M2 / metabolism | Solubility",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2008-06-14,CommentIn PMID:18583453 Mol Pharmacol. 2008 Sep;74(3):541-3. doi: 10.1124/mol.108.050062.,journal-article,Elsevier BV,10.1124/mol.108.050062,,10.1124/mol.108.048074,Molecular Pharmacology,Binding of Orthosteric Ligands to the Allosteric Site of the M2 Muscarinic Cholinergic Receptor,2008,,,true,closed,
closed_or_unknown_access,Larry S. Barak; Ali Salahpour; Xiaodong Zhang; Bernard Masri; Tatyana D. Sotnikova; Amy J. Ramsey; Jonathan D. Violin; Robert J. Lefkowitz; Marc G. Caron; Raul R. Gainetdinov,,DMT -> TAAR1 | Trace amines -> TAAR1,NINDS NIH HHS | NIDA NIH HHS,R01 NS019576 | U01 DA022950 | 1U01-DA022950 | NS19576,,,1521-0111,0026-895X,,eng,needs_manual_access,"Biosensing Techniques | Cell Line | Cell Membrane / drug effects | Cell Membrane / metabolism | Cell Survival / drug effects | Cyclic AMP / metabolism | Dextroamphetamine / pharmacology | Fluorescence Resonance Energy Transfer | Guanine Nucleotide Exchange Factors / metabolism | Humans | Phenethylamines / pharmacology | Receptors, G-Protein-Coupled / agonists | Receptors, G-Protein-Coupled / chemistry | Receptors, G-Protein-Coupled / metabolism | Signal Transduction / drug effects | Time Factors | Trace Amine-Associated Receptors",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2008-06-05,,journal-article,Elsevier BV,,,10.1124/mol.108.048884,Molecular Pharmacology,Pharmacological Characterization of Membrane-Expressed Human Trace Amine-Associated Receptor 1 (TAAR1) by a Bioluminescence Resonance Energy Transfer cAMP Biosensor,2008,,,true,closed,
closed_or_unknown_access,Andrea Straßer; Hans-Joachim Wittmann; Marc Kunze; Sigurd Elz; Roland Seifert,,H1 receptor (HRH1),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Binding Sites / drug effects | Binding Sites / physiology | Cell Line | Dose-Response Relationship, Drug | Guanidines / chemical synthesis | Guanidines / metabolism | Guanidines / pharmacology | Guinea Pigs | Histamine / metabolism | Histamine Agonists / chemical synthesis | Histamine Agonists / metabolism | Histamine Agonists / pharmacology | Humans | Imidazoles / chemical synthesis | Imidazoles / metabolism | Imidazoles / pharmacology | Insecta | Receptors, Histamine H1 / genetics | Receptors, Histamine H1 / metabolism | Species Specificity | Structure-Activity Relationship",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2008-12-02,,journal-article,Elsevier BV,,,10.1124/mol.108.053009,Molecular Pharmacology,Molecular Basis for the Selective Interaction of Synthetic Agonists with the Human Histamine H1-Receptor Compared with the Guinea Pig H1-Receptor,2008,,,true,closed,
closed_or_unknown_access,David A. Sykes; Mark R. Dowling; Steven J. Charlton,,M3 muscarinic receptor (CHRM3),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Acetylcholine / metabolism | Acetylcholine / pharmacology | Animals | Binding, Competitive | CHO Cells | Cricetinae | Cricetulus | Humans | Kinetics | Models, Biological | Muscarinic Agonists / metabolism | Muscarinic Agonists / pharmacology | N-Methylscopolamine / metabolism | N-Methylscopolamine / pharmacology | Oxotremorine / metabolism | Oxotremorine / pharmacology | Receptor, Muscarinic M3 / agonists | Receptor, Muscarinic M3 / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2009-06-05,,journal-article,Elsevier BV,,,10.1124/mol.108.054452,Molecular Pharmacology,Exploring the Mechanism of Agonist Efficacy: A Relationship between Efficacy and Agonist Dissociation Rate at the Muscarinic M3 Receptor,2009,,,true,closed,
closed_or_unknown_access,Hans-Joachim Wittmann; Roland Seifert; Andrea Strasser,,Bufotenin,,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Entropy | Guinea Pigs | Histamine Agonists / metabolism | Histamine H1 Antagonists / metabolism | Humans | Ligands | Protein Conformation | Quantitative Structure-Activity Relationship | Receptors, Histamine H1 / chemistry | Receptors, Histamine H1 / metabolism | Species Specificity | Temperature | Thermodynamics",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2009-04-04,,journal-article,Elsevier BV,,,10.1124/mol.109.055384,Molecular Pharmacology,Contribution of Binding Enthalpy and Entropy to Affinity of Antagonist and Agonist Binding at Human and Guinea Pig Histamine H1-Receptor,2009,,,true,closed,
closed_or_unknown_access,Teruo Hayashi; Michiko Fujimoto,,DMT -> Sigma-1 receptor (SIGMAR1),Intramural NIH HHS,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | CHO Cells | Calcium / metabolism | Ceramides / metabolism | Cricetinae | Cricetulus | Detergents / pharmacology | Endoplasmic Reticulum / metabolism | Fumonisins / pharmacology | Humans | Membrane Microdomains / physiology | Mitochondria / metabolism | Octoxynol | Polyethylene Glycols / pharmacology | Receptors, sigma / chemistry | Receptors, sigma / metabolism | Solubility | Sphingolipids / metabolism | Sigma-1 Receptor",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-01-07,,journal-article,Elsevier BV,,,10.1124/mol.109.062539,Molecular Pharmacology,Detergent-Resistant Microdomains Determine the Localization of σ-1 Receptors to the Endoplasmic Reticulum-Mitochondria Junction,2010,,,true,closed,
closed_or_unknown_access,Gregory D. Stewart; Patrick M. Sexton; Arthur Christopoulos,,M3 muscarinic receptor (CHRM3),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Regulation | Animals | Base Sequence | CHO Cells | Carbachol / metabolism | Carbachol / pharmacology | Cricetinae | Cricetulus | DNA Primers | Humans | Radioligand Assay | Rats | Receptor, Muscarinic M3 / genetics | Receptor, Muscarinic M3 / metabolism | Saccharomyces cerevisiae / genetics | Strychnine / analogs & derivatives | Strychnine / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2010-05-14,,journal-article,Elsevier BV,,,10.1124/mol.110.064253,Molecular Pharmacology,Prediction of Functionally Selective Allosteric Interactions at an M3 Muscarinic Acetylcholine Receptor Mutant Using Saccharomyces cerevisiae,2010,,,true,closed,
closed_or_unknown_access,Katie Leach; Anna E. Davey; Christian C. Felder; Patrick M. Sexton; Arthur Christopoulos,,M4 muscarinic receptor (CHRM4),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Site | Amino Acid Sequence | Animals | CHO Cells | Cricetinae | Cricetulus | Enzyme-Linked Immunosorbent Assay | Membrane Proteins / chemistry | Membrane Proteins / physiology | Molecular Sequence Data | Muscarinic Agonists / pharmacology | Mutagenesis, Site-Directed | Radioligand Assay | Receptor, Muscarinic M4 / chemistry | Receptor, Muscarinic M4 / drug effects | Receptor, Muscarinic M4 / genetics",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2011-02-08,,journal-article,Elsevier BV,,,10.1124/mol.111.070938,Molecular Pharmacology,"The Role of Transmembrane Domain 3 in the Actions of Orthosteric, Allosteric, and Atypical Agonists of the M4 Muscarinic Acetylcholine Receptor",2011,,,true,closed,
closed_or_unknown_access,Stefano Espinoza; Ali Salahpour; Bernard Masri; Tatyana D. Sotnikova; Mirko Messa; Larry S. Barak; Marc G. Caron; Raul R. Gainetdinov,,DMT -> TAAR1,NIMH NIH HHS | NIDA NIH HHS,R01 MH073853 | R01-MH073853 | P30-DA029925 | U01-DA022950 | P30 DA029925 | U01 DA022950,,,1521-0111,0026-895X,,eng,needs_manual_access,"Animals | Cell Line | Dimerization | Fluorescent Antibody Technique | Haloperidol / pharmacology | Humans | Ligands | Mice | Mice, Inbred C57BL | Protein Binding | Receptors, Dopamine D2 / metabolism | Receptors, G-Protein-Coupled / metabolism | Trace Amine-Associated Receptors",,pmc: JSONDecodeError: Expecting value: line 1 column 2 (char 1),,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2011-06-14,,journal-article,Elsevier BV,,,10.1124/mol.111.073304,Molecular Pharmacology,Functional Interaction between Trace Amine-Associated Receptor 1 and Dopamine D2 Receptor,2011,,,true,closed,
closed_or_unknown_access,Ching-I A. Wang; Nausad H. Shaikh; Soumya Ramu; Richard J. Lewis,,MDMA -> NET (SLC6A2),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Adrenergic Uptake Inhibitors / metabolism | Animals | Binding Sites | Biological Transport | COS Cells | Chlorocebus aethiops | Computer Simulation | Fluoxetine / analogs & derivatives | Fluoxetine / metabolism | Humans | Leucine / chemistry | Leucine / metabolism | Molecular Docking Simulation | Mutagenesis, Site-Directed | Norepinephrine / chemistry | Norepinephrine / metabolism | Norepinephrine Plasma Membrane Transport Proteins / chemistry | Norepinephrine Plasma Membrane Transport Proteins / genetics | Norepinephrine Plasma Membrane Transport Proteins / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2012-08-09,,journal-article,Elsevier BV,,,10.1124/mol.112.080630,Molecular Pharmacology,A Second Extracellular Site Is Required for Norepinephrine Transport by the Human Norepinephrine Transporter,2012,,,true,closed,
closed_or_unknown_access,Douglas A. Schober; Carrie H. Croy; Hongling Xiao; Arthur Christopoulos; Christian C. Felder,,M2 muscarinic receptor (CHRM2),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Allosteric Regulation / physiology | Allosteric Site / physiology | Animals | CHO Cells | Cricetulus | GTP-Binding Proteins / metabolism | Humans | Kinetics | Ligands | Molecular Probes / chemistry | Molecular Probes / metabolism | Muscarinic Agonists / chemistry | Radioligand Assay / methods | Receptor, Muscarinic M2 / agonists | Receptor, Muscarinic M2 / chemistry | Receptor, Muscarinic M2 / metabolism | Receptor, Muscarinic M4 / agonists | Receptor, Muscarinic M4 / chemistry | Receptor, Muscarinic M4 / metabolism | Receptors, G-Protein-Coupled / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2014-05-08,,journal-article,Elsevier BV,,,10.1124/mol.114.091785,Molecular Pharmacology,"Development of a Radioligand, [3H]LY2119620, to Probe the Human M2 and M4 Muscarinic Receptor Allosteric Binding Sites",2014,,,true,closed,
closed_or_unknown_access,María José Varela Liste; Gianluigi Caltabiano; Richard J. Ward; Elisa Alvarez-Curto; Sara Marsango; Graeme Milligan,,M3 muscarinic receptor (CHRM3),Medical Research Council,G0900050 | MR/L023806/1,,,1521-0111,0026-895X,,eng,needs_manual_access,"Atropine / pharmacology | Cell Membrane / metabolism | Cholesterol / chemistry | Drug Inverse Agonism | Fluorescence Resonance Energy Transfer | Glycosylation | HEK293 Cells | Humans | Models, Molecular | Muscarinic Agonists / chemistry | Muscarinic Agonists / pharmacology | Muscarinic Antagonists / chemistry | Mutagenesis, Site-Directed | Promoter Regions, Genetic | Protein Multimerization | Protein Transport | Radioligand Assay | Receptor, Muscarinic M3 / chemistry | Receptor, Muscarinic M3 / genetics | Receptor, Muscarinic M3 / metabolism | Scopolamine Derivatives / chemistry | Tiotropium Bromide",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2015-03-14,,journal-article,Elsevier BV,,,10.1124/mol.114.096925,Molecular Pharmacology,The Molecular Basis of Oligomeric Organization of the Human M3 Muscarinic Acetylcholine Receptor,2015,,,true,closed,
closed_or_unknown_access,Alice E. Berizzi; Patrick R. Gentry; Patricia Rueda; Sandra Den Hoedt; Patrick M. Sexton; Christopher J. Langmead; Arthur Christopoulos,,M5 muscarinic receptor (CHRM5),,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Acetylcholine / pharmacology | Allosteric Regulation / drug effects | Allosteric Site / drug effects | Animals | Atropine / pharmacology | CHO Cells | Cricetinae | Cricetulus | Humans | Imidazoles / chemistry | Imidazoles / pharmacology | Indazoles / chemistry | Indazoles / pharmacology | Indoles / chemistry | Indoles / pharmacology | Inositol Phosphates / metabolism | Phenoxybenzamine / pharmacology | Radioligand Assay | Receptor, Muscarinic M5 / metabolism | Sulfonamides / chemistry | Sulfonamides / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2016-07-27,,journal-article,Elsevier BV,,,10.1124/mol.116.104182,Molecular Pharmacology,Molecular Mechanisms of Action of M5 Muscarinic Acetylcholine Receptor Allosteric Modulators,2016,,,true,closed,
closed_or_unknown_access,Anh T.N. Nguyen; Jo-Anne Baltos; Trayder Thomas; Toan D. Nguyen; Laura López Muñoz; Karen J. Gregory; Paul J. White; Patrick M. Sexton; Arthur Christopoulos; Lauren T. May,,5-HT1E,,,,,1521-0111,0026-895X,,eng,needs_manual_access,"Adenosine / pharmacology | Adenosine A1 Receptor Agonists / pharmacology | Alanine / genetics | Amino Acid Substitution | Animals | Binding Sites | CHO Cells | Cell Membrane / drug effects | Cell Membrane / metabolism | Cricetinae | Cricetulus | Cyclic AMP / metabolism | Humans | Ligands | Molecular Dynamics Simulation | Mutant Proteins / metabolism | Protein Structure, Secondary | Receptor, Adenosine A1 / chemistry | Receptor, Adenosine A1 / metabolism | Structural Homology, Protein | Structure-Activity Relationship | Xanthines / pharmacology",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,2016-09-29,,journal-article,Elsevier BV,,,10.1124/mol.116.105007,Molecular Pharmacology,Extracellular Loop 2 of the Adenosine A1 Receptor Has a Key Role in Orthosteric Ligand Affinity and Agonist Efficacy,2016,,,true,closed,
closed_or_unknown_access,S. Chakrabarti; Wanling Yang; P. Law; H. Loh,,mu opioid receptor (OPRM1),,,,,1521-0111,0026-895X,Chemistry | external | Medicine | s2-fos-model,en,needs_manual_access,,,openalex: HTTPError: HTTP Error 400: Bad Request,providers_returned_no_abstract,unpaywall,unpaywall|crossref|semantic_scholar,false,closed,paper_metadata_v2,,not_open_access,,,,,,,1997-07-01,,journal-article,Elsevier BV,,e86f6ff8badec3fa93e1fffac5de863cbecd8df1,10.1124/mol.52.1.105,Molecular Pharmacology,The μ-opioid receptor down-regulates differently from the δ-opioid receptor: Requirement of a high affinity receptor/G protein complex formation,1997,,,true,closed,
closed_or_unknown_access,Walter K. Vogel; David M. Sheehan; Michael I. Schimerlik,,M2 muscarinic receptor (CHRM2),NIEHS NIH HHS | NHLBI NIH HHS,ES00210 | HL23632,,,1521-0111,0026-895X,,eng,needs_manual_access,"Acetylcholine / pharmacology | Animals | Binding Sites | CHO Cells | Carbachol / pharmacology | Cricetinae | Cyclic AMP / biosynthesis | GTP-Binding Proteins / physiology | Kinetics | Muscarinic Agonists / metabolism | Muscarinic Agonists / pharmacology | Muscarinic Antagonists / metabolism | Muscarinic Antagonists / pharmacology | Mutagenesis, Site-Directed | Mutation | Oxotremorine / analogs & derivatives | Oxotremorine / pharmacology | Receptor, Muscarinic M2 | Receptors, Muscarinic / drug effects | Receptors, Muscarinic / genetics | Receptors, Muscarinic / metabolism | Tyrosine / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,1997-12-01,,journal-article,Elsevier BV,,,10.1124/mol.52.6.1087,Molecular Pharmacology,Site-Directed Mutagenesis on the m2 Muscarinic Acetylcholine Receptor: The Significance of Tyr403 in the Binding of Agonists and Functional Coupling,1997,,,true,closed,
closed_or_unknown_access,Ming-Ming Zhao; Robert J. Gaivin; Dianne M. Perez,,Alpha1A adrenergic receptor (ADRA1A),NHLBI NIH HHS,R01-HL52544,,,1521-0111,0026-895X,,eng,needs_manual_access,"Amino Acid Sequence | Animals | COS Cells | Cyclic AMP / biosynthesis | GTP-Binding Proteins / metabolism | Guanosine 5'-O-(3-Thiotriphosphate) / metabolism | Molecular Sequence Data | Receptors, Adrenergic, beta-2 / chemistry | Receptors, Adrenergic, beta-2 / metabolism",,,,pubmed,pubmed|unpaywall,false,closed,paper_metadata_v2,,not_open_access,,,,,,,1998-03-01,,journal-article,Elsevier BV,,,10.1124/mol.53.3.524,Molecular Pharmacology,The Third Extracellular Loop of the β2-Adrenergic Receptor Can Modulate Receptor/G Protein Affinity,1998,,,true,closed,
