action_reason,contexts,contexts_all,library_status,matched_context_count,needs_metadata_or_manual_screen,paper_type_reasons,paper_type_suggested,pdf_local_path,protected_context_count,relevance_reasons,relevance_score,relevance_suggested,screening_status,source_type_reasons,source_type_suggested,study_doi,study_title,study_year,synthesized_context_count,triage_rescue_reasons
,,DOI->D4 receptor (DRD4),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0007839,Gene Regulation and Epigenetic Remodeling in Murine Embryonic Stem Cells by c-Myc,2009,0,
,,DOI->mu opioid receptor (OPRM1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0008791,Endogenous Morphine Levels Are Increased in Sepsis: A Partial Implication of Neutrophils,2010,0,
,,DOM,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1371/journal.pone.0010070,Angiotensin II Inhibits Insulin-Stimulated GLUT4 Translocation and Akt Activation through Tyrosine Nitration-Dependent Mechanisms,2010,0,
,,D4 receptor (DRD4),needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1371/journal.pone.0022923,Role of Novelty Seeking Personality Traits as Mediator of the Association between COMT and Onset Age of Drug Use in Chinese Heroin Dependent Patients,2011,0,
,,DOI->D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0043901,"Combination Training in Aging Individuals Modifies Functional Connectivity and Cognition, and Is Potentially Affected by Dopamine-Related Genes",2012,0,
,,MDMA->DAT (SLC6A3),in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1371_journal.pone.0045473__2ac97bda54.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0045473,Mephedrone in Adolescent Rats: Residual Memory Impairment and Acute but Not Lasting 5-HT Depletion,2012,0,
,,LSD->5-HT2C,in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1371_journal.pone.0052186__4732619523.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0052186,Effect of Aripiprazole on Mismatch Negativity (MMN) in Schizophrenia,2013,0,
,,DOI->M3 muscarinic receptor (CHRM3),needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1371/journal.pone.0104927,"Subchronic Treatment of Donepezil Rescues Impaired Social, Hyperactive, and Stereotypic Behavior in Valproic Acid-Induced Animal Model of Autism",2014,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0107653,DNA Methylation Signatures Triggered by Prenatal Maternal Stress Exposure to a Natural Disaster: Project Ice Storm,2014,0,
,,DMT->Sigma-1 receptor (SIGMAR1),in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1371_journal.pone.0140370__de834db803.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0140370,Dietary Vitamin D and Its Metabolites Non-Genomically Stabilize the Endothelium,2015,0,
,,DOI->H1 receptor (HRH1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0150460,Drug Repositioning for Cancer Therapy Based on Large-Scale Drug-Induced Transcriptional Signatures,2016,0,
,,D4 receptor (DRD4),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1371/journal.pone.0167388,Genome-Wide Association of Heroin Dependence in Han Chinese,2016,0,
closed_or_unknown_access,,Beta2 adrenergic receptor (ADRB2),needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1378/chest.73.6_supplement.914,Physiology and Pharmacology of Beta2 Adrenergic Agents,1978,0,
closed_or_unknown_access,,Alpha1A adrenergic receptor (ADRA1A),needs_manual_access,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1385/1-59259-684-3:419,DNase I Footprinting Analysis of Transcription Factors Recognizing Adrenergic Receptor Gene Promoter Sequences,2003,0,
,,D1 receptor (DRD1),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.14232/phd.12027,Electrophysiological and pharmacological characterization of a new schizophrenia rat model,2024,0,
,,DMT->5-HT7,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.14232/phd.4155,Characterization of new antinociceptive ligands in rat model: preclinical studies,2017,0,
,,DOET,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.14336/ad.2022.1203,Clinical Spectrum and Trajectory of Innovative Therapeutic Interventions for Insomnia: A Perspective,2022,0,
open_access_but_no_direct_pdf_url,,D5 receptor (DRD5),needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.14800/rci.387,B-cell receptor strength and zinc signaling: Unraveling the role of zinc transporter ZIP10 in humoral immunity,2015,0,
closed_or_unknown_access,,LSD->mGluR2 (GRM2),needs_manual_access,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1515/9781937585587-005,CHAPTER 2 Psychedelic Compounds,2016,0,
empty_response,,Psilocin->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1515/chem-2021-0196,"Overview of the major classes of new psychoactive substances, psychoactive effects, analytical determination and conformational analysis of selected illegal drugs",2021,0,
,,MDA->Beta2 adrenergic receptor (ADRB2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1515/hsz-2021-0290,The phytochemical plumbagin reciprocally modulates osteoblasts and osteoclasts,2021,0,
,,5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.15171/apb.2019.044,5-HIAA as a Potential Biological Marker for Neurological and Psychiatric Disorders,2019,0,
,,DOB,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/ENEURO.0172-25.2025,Treatment of Mitochondrial Disturbances due to Early Life Adversity in Mice Results in Restoration of Complex I Activity and Normal Reward Behavior,2025,0,
,,5-HT1F,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/JNEUROSCI.22-18-08238.2002,Serotonergic Modulation of Supragranular Neurons in Rat Sensorimotor Cortex,2002,0,
,,DOB,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/JNEUROSCI.2481-21.2022,Disruption of Endosomal Sorting in Schwann Cells Leads to Defective Myelination and Endosomal Abnormalities Observed in Charcot-Marie-Tooth Disease,2022,0,
,,DOM,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/JNEUROSCI.4314-10.2011,Cations But Not Anions Regulate the Responsiveness of Kainate Receptors,2011,0,
,,Ketamine->VMAT2 (SLC18A2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/eneuro.0013-17.2017,Neurochemical Heterogeneity Among Lateral Hypothalamic Hypocretin/Orexin and Melanin-Concentrating Hormone Neurons Identified Through Single-Cell Gene Expression Analysis,2017,0,
,,DOI->5-HT6,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/eneuro.0171-19.2019,"DREADDs: The Power of the Lock, the Weakness of the Key. Favoring the Pursuit of Specific Conditions Rather than Specific Ligands",2019,0,
,,LSD->NMDA receptor,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.0324-12.2013,The Upregulation of Translocator Protein (18 kDa) Promotes Recovery from Neuropathic Pain in Rats,2013,0,
,,MDA->5-HT2A | 2C-B->5-HT2A,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.0327-06.2006,A G-Protein-Coupled Estrogen Receptor Is Involved in Hypothalamic Control of Energy Homeostasis,2006,0,
,,Psilocin->5-HT2A,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.1121-22.2022,Psychedelics and Neural Plasticity: Therapeutic Implications,2022,0,
,,LSD->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/jneurosci.1162-14.2014,Genetic Removal of Matrix Metalloproteinase 9 Rescues the Symptoms of Fragile X Syndrome in a Mouse Model,2014,0,
,,MDMA->NET (SLC6A2),needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/jneurosci.15-05-04102.1995,Amphetamine redistributes dopamine from synaptic vesicles to the cytosol and promotes reverse transport,1995,0,
,,Ketamine->M2 muscarinic receptor (CHRM2),needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.1537-15.2015,Cholinergic Neurotransmission in the Posterior Insular Cortex Is Altered in Preclinical Models of Neuropathic Pain: Key Role of Muscarinic M2 Receptors in Donepezil-Induced Antinociception,2015,0,
,,DOM,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.1700-16.2016,Novel Roles for the Insulin-Regulated Glucose Transporter-4 in Hippocampally Dependent Memory,2016,0,
,,Ketamine->NMDA receptor,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/jneurosci.18-07-02321.1998,"Upregulation of L-Type Ca<sup>2+</sup>Channels in Reactive Astrocytes after Brain Injury, Hypomyelination, and Ischemia",1998,0,
,,Mescaline->5-HT2A,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.21-24-09955.2001,The Role of Kv1.2-Containing Potassium Channels in Serotonin-Induced Glutamate Release from Thalamocortical Terminals in Rat Frontal Cortex,2001,0,
,,Salvinorin A->kappa opioid receptor (OPRK1),in_database,0,False,no strong paper-type signal,other,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1523_jneurosci.2136-12.2013__cdbd14b280.pdf,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/jneurosci.2136-12.2013,Amphetamine Paradoxically Augments Exocytotic Dopamine Release and Phasic Dopamine Signals,2013,0,
,,Ketamine->NMDA receptor,in_database,0,False,contains review keyword,review,/Users/frank/Library/CloudStorage/Dropbox/Agentic science/prototype/data/raw/papers/mechanistic/pdfs/10.1523_jneurosci.2156-12.2012__fe38489c95.pdf,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.2156-12.2012,Phosphorylation of MeCP2 at Ser421 Contributes to Chronic Antidepressant Action,2012,0,
,,LSD->5-HT2C,needs_download,0,False,contains review keyword,review,,0,contains study-method keywords | review/meta-analysis without domain match,0,likely_irrelevant,excluded_low_signal,contains review keyword,review,10.1523/jneurosci.22-07-02843.2002,The Physiological Role of 5-HT<sub>2A</sub>Receptors in Working Memory,2002,0,
,,DOI->5-HT2A,needs_download,0,False,no strong paper-type signal,other,,0,,0,likely_irrelevant,excluded_low_signal,no strong source-type signal,other,10.1523/jneurosci.22-15-06742.2002,Differential Activation of Orexin Neurons by Antipsychotic Drugs Associated with Weight Gain,2002,0,
